Model Name;Page;Key;Parts No.;Parts Name;Destinations;Class;Quantity;Ship Unit;PMN No.
AccurioPress C4080;35;13;A50U360700;Collection  Gear  /1 75/23T;;C;2;1;
AccurioPress C4080;35;14;A50U361200;Collection  Gear  /3 32/22T;;C;1;1;
AccurioPress C4080;35;15;A50U361401;Collection  Gear  /2 29/25T;;C;1;1;
AccurioPress C4080;35;16;A50U362200;Gear  /1 34/14T;;C;2;1;
AccurioPress C4080;35;17;A50U365600;Collection  Spring;;D;1;5;
AccurioPress C4080;35;18;A50U365800;Collection  Gear  /1 62/28T;;C;1;1;
AccurioPress C4080;35;19;A50U367001;Collection  Coupling;;D;1;1;
AccurioPress C4080;35;20;A7PUM11000;brushless   Motor   /20;;C;2;1;
AccurioPress C4080;35;21;AC57R70700;Toner Collection Drive ASSY;;S;1;1;
AccurioPress C4080;35;22;AC57R74700;Collection Drive Assy;;S;1;1;
AccurioPress C4080;35;a;V121030403;Screw;;V;;100;
AccurioPress C4080;35;b;V127030516;Screw;;V;;100;
AccurioPress C4080;35;c;V127030604;Screw;;V;;100;
AccurioPress C4080;35;d;V127040603;Screw;;V;;100;
AccurioPress C4080;35;e;V217040003;E-ring;;V;;100;
AccurioPress C4080;35;f;V217060003;E-ring;;V;;100;
AccurioPress C4080;35;g;V234201050;Pin;;V;;100;
AccurioPress C4080;35;h;V234301250;Pin;;B;;100;
AccurioPress C4080;35;k;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;35;m;V500020100;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;36;1;A50UR70666;Transfer Belt Cleaning Unit;(S/No.AC57xxx010001-);B;1;1;KOM221466E1
AccurioPress C4080;36;1;AC57R75144;Transfer Belt Cleaning Unit;B;A;1;1;
AccurioPress C4080;36;1;AC57R75144;Transfer Belt Cleaning Unit;(S/No.AC57xxx020001-) D1,D3,E,F2,G1,G2,H,I,J,K;A;1;1;KOM250978E0
AccurioPress C4080;36;1;AC57R75144;Transfer Belt Cleaning Unit;C(S/No.AC57xxx020001-);A;1;1;KOM251358E0
AccurioPress C4080;36;2;A50UR71P22;Separating Claw Unit;;I;1;1;
AccurioPress C4080;36;3;AC57R70311;Middle Transfer Assy;B,C(S/No.AC57xxx010001-);I;1;1;KOM210385E7
AccurioPress C4080;36;3;AC57R74933;Middle Transfer Assy;B;I;1;1;
AccurioPress C4080;36;3;AC57R74933;Middle Transfer Assy;(S/No.AC57xxx020001-)C;I;1;1;KOM250655E0
AccurioPress C4080;36;3;AC57R70311;Middle Transfer Assy;(S/No.AC57xxx010001-)D1,D3,E,F2,G1,G2,H,I,J,K;I;1;1;KOM210385E7
AccurioPress C4080;36;3;AC57R74933;Middle Transfer Assy;D1,D3,E,F2,G1,G2,H,I,J,K(S/No.AC57xxx020001-);I;1;1;KOM240509E0
AccurioPress C4080;36;4;A85CR70R33;Drive Plate Assy;(S/No.AC57xxx010001-);C;1;1;KOM230399E1
AccurioPress C4080;36;4;AC57R75011;Drive Plate Assy;(S/No.AC57xxx020001-);C;1;1;KOM230151E1
AccurioPress C4080;37;1;4470402401;Stopper;;D;2;5;
AccurioPress C4080;37;2;40AA32320;Toner Supply Spacer;;C;4;10;KOM211222E0
AccurioPress C4080;37;3;65AA11300;Support Part;;D;1;1;
AccurioPress C4080;37;4;A034M50000;Humidity sensor;;C;1;1;KOM210385E7
AccurioPress C4080;37;4;A0P0M50400;Humidity sensor;;C;1;1;KOM210385E7
AccurioPress C4080;37;5;A03U515100;Insulating Sheet;;D;1;5;
AccurioPress C4080;37;6;A50U500800;Hold  Part;;D;2;5;
AccurioPress C4080;37;7;A50U503600;Stopper  Plate;;D;2;1;
AccurioPress C4080;37;8;A50U503700;Spring;;D;2;5;
AccurioPress C4080;37;9;A50U505202;Plate;;D;1;5;
AccurioPress C4080;37;10;A50U506200;Stopper  Plate;;D;2;5;
AccurioPress C4080;37;11;A50U506300;Transfer  Bushing /Rear;;D;2;1;
AccurioPress C4080;37;12;A50U508600;Transfer Support Plate;;D;2;5;
AccurioPress C4080;37;13;A50U508800;Transfer  Bushing /Front;;D;2;1;
AccurioPress C4080;37;14;A85CM55600;Photo   Sensor;;I;2;1;
AccurioPress C4080;37;15;A9VP513600;Protection  Sheet  /2;(S/No.AC57xxx020001-);D;2;1;KOM210156E0
AccurioPress C4080;37;16;A9VP517800;Protection  Sheet  /3;(S/No.AC57xxx020001-);D;1;1;KOM210156E0
AccurioPress C4080;37;17;A9VP517900;Guide  Cover;(S/No.AC57xxx020001-);D;1;1;KOM210156E0
AccurioPress C4080;37;a;V116030503;Screw;;V;;100;
AccurioPress C4080;37;b;V121030403;Screw;;V;;100;
AccurioPress C4080;37;c;V127030604;Screw;;V;;100;
AccurioPress C4080;37;d;V158030803;Screw;;V;;100;
AccurioPress C4080;37;e;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;37;f;V500020100;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;37;g;V570010037;bushing;;D;;1;
AccurioPress C4080;37;h;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;38;1;12QV40650;Spacer;;B;2;1;
AccurioPress C4080;38;2;55VA42120;Shaft Stopper;;C;3;1;
AccurioPress C4080;38;3;56AA17321;PIN A D2X12;;B;1;1;
AccurioPress C4080;38;4;65AA26870;REGULATING COLLAR;;C;2;1;
AccurioPress C4080;38;5;12QV40650;Spacer;;B;1;1;KOM211222E0
AccurioPress C4080;38;6;A00J617900;Ball Bearing;;B;2;1;
AccurioPress C4080;38;7;A00V240600;Ball Bearing;;B;2;1;
AccurioPress C4080;38;8;A03U512300;Fixing  Screw;;C;4;1;
AccurioPress C4080;38;9;AC57M10300;DC   Brushless Motor  /25;;C;1;1;
AccurioPress C4080;38;10;A1DUR73500;Power Supply Block  / A Assy;;D;3;1;
AccurioPress C4080;38;11;12QV40650;Spacer;;B;1;1;KOM211222E0
AccurioPress C4080;38;12;A1RF517300;bearing;;C;2;1;
AccurioPress C4080;38;13;A50U500401;2nd Transfer Roller/Up;;A;1;1;
AccurioPress C4080;38;14;A50U502500;Transfer Release Cam /C;;D;1;1;
AccurioPress C4080;38;15;A50U502600;Transfer Release Cam /C;;D;1;1;
AccurioPress C4080;38;16;AC57503900;Drive Plate;;D;1;1;
AccurioPress C4080;38;17;AC57504000;Cover;;D;1;1;
AccurioPress C4080;38;18;A50U504400;Pressure  Gear  /M 18T;;C;1;1;
AccurioPress C4080;38;19;A50U504500;Compressing  Gear  /1 35/18T;;C;1;1;
AccurioPress C4080;38;20;A50U504600;Pressure  Gear  /2 43/18T;;C;1;1;
AccurioPress C4080;38;21;A50U504700;Pressure  Gear  /3 56/18T;;C;1;1;
AccurioPress C4080;38;22;A50U505000;Pressure  Gear  /4 44T;;C;1;1;
AccurioPress C4080;38;23;A50U505100;Pressure  Shaft;;D;1;1;
AccurioPress C4080;38;24;A50U505300;Light blocking  Plate;;D;1;1;
AccurioPress C4080;38;25;A50U505901;Insulating  Holder  /Front;;D;1;1;
AccurioPress C4080;38;26;A50U506101;Positioning  Shaft  /Upper;;D;1;1;
AccurioPress C4080;38;27;A50U506701;Idler  Roller;;C;1;1;
AccurioPress C4080;38;28;A50U507000;Positioning  Shaft  /Lower;;D;1;1;
AccurioPress C4080;38;29;A50U509100;Lifting  Collar  /8;;D;1;5;
AccurioPress C4080;38;30;A50U517301;Control Plate;;D;1;1;KOM240901E1
AccurioPress C4080;38;31;A50UN24501;HV  Relay harness  /1;;D;1;1;
AccurioPress C4080;38;32;A50UN24701;HV  Relay harness  /2;;D;1;1;
AccurioPress C4080;38;33;A50UN24901;HV  Relay harness  /3;;D;1;1;
AccurioPress C4080;38;34;A50UR72100;Insulating Holder / Rear Assy;;D;1;1;
AccurioPress C4080;38;35;A9VE500100;Transfer Belt /H;(S/No.AC57xxx010001-);A;1;1;KOM210156E0
AccurioPress C4080;38;35;A9VE500200;Transfer Belt / C;(S/No.AC57xxx020001-);A;1;1;KOM210156E0
AccurioPress C4080;38;a;V121030403;Screw;;V;;100;
AccurioPress C4080;38;b;V127030604;Screw;;V;;100;
AccurioPress C4080;38;c;V127040803;Screw;;V;;100;
AccurioPress C4080;38;d;V217040003;E-ring;;V;;100;
AccurioPress C4080;38;e;V217060003;E-ring;;V;;100;
AccurioPress C4080;38;f;V217080003;Ring;;V;;100;
AccurioPress C4080;38;g;V234200850;Pin;;V;;100;
AccurioPress C4080;38;h;V234201850;Pin;;V;;100;
AccurioPress C4080;38;k;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;38;m;V237201850;Pin;;V;;100;
AccurioPress C4080;39;1;07BA15871;Spacer /A;;C;6;10;KOM211280E0
AccurioPress C4080;39;2;40AA32320;Toner Supply Spacer;;C;4;10;KOM211280E0
AccurioPress C4080;39;3;65AA26380;Transfer Powering Bushing;;B;6;1;
AccurioPress C4080;39;4;65AA26600;Slide Spring;;C;1;1;
AccurioPress C4080;39;5;65AA26690D;Transfer Powering Plate /K;;D;1;5;
AccurioPress C4080;39;6;65AA26900D;High voltage Powering Block /C;;D;3;1;
AccurioPress C4080;39;7;A00J617800;Ball Bearing;;A;4;1;
AccurioPress C4080;39;8;A1DUR71900;Separation Claw Assy;;B;3;1;
AccurioPress C4080;39;9;A50U501201;1st Transfer Roller;;A;4;1;
AccurioPress C4080;39;10;A50U501900;Transfer Pressure Roller /K;;C;1;1;
AccurioPress C4080;39;11;A50U503200;Bushing;;D;2;1;
AccurioPress C4080;39;12;A50U505401;Transfer Pressure Roller /Y;(S/No.AC57xxx010001-);C;1;1;KOM210156E0
AccurioPress C4080;39;12;A9VP505400;Transfer Pressure Roller /Y;(S/No.AC57xxx020001-);C;1;1;KOM210156E0
AccurioPress C4080;39;13;A50U505500;Release Arm;;D;2;5;
AccurioPress C4080;39;14;A50U505601;Power supply  Block  /D;;D;1;1;
AccurioPress C4080;39;15;A50U505700;Transfer Roller Bearing /K;;B;2;1;
AccurioPress C4080;39;16;A50U505800;High voltage Powering Block /B;;D;1;1;
AccurioPress C4080;39;17;A50U506900;Release Plate;;D;1;1;
AccurioPress C4080;39;18;A50U507600;Transfer Powering Plate /L;;D;1;5;
AccurioPress C4080;39;19;A50U507801;Pressure  Spring  /C;;D;6;5;
AccurioPress C4080;39;20;A50U507900;Pressure  Spring  /Black;;D;2;5;
AccurioPress C4080;39;21;A50U508001;Pressing Spring /Front;;D;1;5;
AccurioPress C4080;39;22;A50U508102;Pressing Spring /Rear;;D;1;5;
AccurioPress C4080;39;23;A50U510100;High voltage Powering Block /C;;D;3;1;
AccurioPress C4080;39;24;A50U510200;Transfer Powering Plate /Front;;D;3;5;
AccurioPress C4080;39;25;A50UN13203;Transfer  Drive harness  /1;;D;1;1;
AccurioPress C4080;39;26;A9VEN13300;Transfer   Detection harness   /1;(S/No.AC57xxx010001-);D;1;5;KOM210156E0
AccurioPress C4080;39;26;AC57N13700;Transfer  Detection Harness  /4;(S/No.AC57xxx020001-);D;1;1;KOM210156E0
AccurioPress C4080;39;27;A9VP513400;Stopper;(S/No.AC57xxx020001-);D;2;1;KOM210156E0
AccurioPress C4080;39;28;A50U500601;Slide Plate /Front;;D;1;1;KOM240121E0
AccurioPress C4080;39;29;A50U509701;Slide Plate /Rear;;D;1;1;KOM240121E0
AccurioPress C4080;39;a;V121030403;Screw;;V;;100;
AccurioPress C4080;39;b;V127030803;screw;;V;;100;
AccurioPress C4080;39;c;V158030803;Screw;;V;;100;
AccurioPress C4080;39;d;V217040003;E-ring;;V;;100;
AccurioPress C4080;40;1;A1RF508000;Tension  Pulley;;D;2;1;
AccurioPress C4080;40;2;A1RF508100;Pulling  Wire;;D;2;1;
AccurioPress C4080;40;3;A1RF508200;Tension  Shaft;;D;2;1;
AccurioPress C4080;40;4;55VA15190;Fixing Drive Pin;;B;1;1;KOM211546E0
AccurioPress C4080;40;5;A50U501401;Drive Gear 108T;;C;1;1;
AccurioPress C4080;40;6;A50U501702;Tension  Spring;;D;1;1;
AccurioPress C4080;40;7;A9VP502101;Auxiliary  Roller  /C;;C;4;1;KOM231847E1
AccurioPress C4080;40;8;A50U502700;Handle  /Rear;;D;1;5;
AccurioPress C4080;40;9;A50U502900;Handle;;D;1;1;
AccurioPress C4080;40;10;A50U503001;Mounting  Plate;;D;1;1;
AccurioPress C4080;40;11;A50U503500;Bushing;;D;8;1;KOM210156E0
AccurioPress C4080;40;12;A50UR73J00;Cleaning Sheet Assy;;D;1;1;
AccurioPress C4080;40;13;A50UR73K00;Drive Roller Assy;(S/No.AC57xxx010001-);C;1;1;KOM210156E0
AccurioPress C4080;40;13;AC57R75500;Drive Roller Assy;(S/No.AC57xxx020001-);C;1;1;KOM210156E0
AccurioPress C4080;40;14;A9VP518000;Auxiliary Roller /1;(S/No.AC57xxx020001-);C;1;1;KOM240891E0
AccurioPress C4080;40;15;07BA15871;Spacer /A;(S/No.AC57xxx020001-);C;2;10;KOM210156E0
AccurioPress C4080;40;16;A00J617800;Ball Bearing;(S/No.AC57xxx020001-);A;2;1;KOM210156E0
AccurioPress C4080;40;a;V118030403;Screw;;V;;100;KOM210271E0
AccurioPress C4080;40;b;V127030604;Screw;;V;;100;
AccurioPress C4080;40;c;V127040603;Screw;;V;;100;
AccurioPress C4080;40;d;V207060003;Washer;;V;;100;
AccurioPress C4080;40;e;V217030003;E-ring;;V;;100;
AccurioPress C4080;40;f;V217060003;E-ring;;V;;100;
AccurioPress C4080;40;g;V500020098;Mini Locking wire saddle;;D;;5;KOM210271E0
AccurioPress C4080;40;h;V217040003;E-ring;;V;;100;KOM210156E0
AccurioPress C4080;41;1;08AA45230;COLLECTING SEAL;;C;1;5;
AccurioPress C4080;41;2;40AA32320;Toner Supply Spacer;;C;1;10;
AccurioPress C4080;41;3;56AA20940D;Toner Dust-proof Seal /D;;D;3;5;
AccurioPress C4080;41;4;56AA40490;Shaft Stopper /4;;C;2;1;
AccurioPress C4080;41;5;65AA20060;COLLECTING COVER;;C;1;1;
AccurioPress C4080;41;6;65AA20300;TONER COLLECTING SPRING;;C;1;1;
AccurioPress C4080;41;7;65AA26840;Cleaner Bushing /Front;;C;2;1;
AccurioPress C4080;41;8;65AA27090D;Blade Fulcrum Shaft;;D;1;1;
AccurioPress C4080;41;9;65AA27320;SCATTER PREVENTING PAD 4;;C;2;1;
AccurioPress C4080;41;10;A03U555400;Cleaning Spring;;C;2;5;
AccurioPress C4080;41;11;A1DUR71C11;Sheet /1 Assy;;A;1;1;KOM221466E1
AccurioPress C4080;41;12;A1DUR71D00;Sheet /2 Assy;;C;1;1;
AccurioPress C4080;41;13;A50U531400;Cleaning  Gear  /1 21T;;C;1;5;
AccurioPress C4080;41;14;A50U531500;Cleaning  Gear  /2 26T;;C;1;1;
AccurioPress C4080;41;15;A50U531601;Seal  /F;;A;2;1;
AccurioPress C4080;41;16;AAK7R71711;Belt Cleaning Blade;D1,D3,E,F2,G1,G2,H,I,J,K;A;1;1;KOM221816E0
AccurioPress C4080;41;16;AAK7R71711;Belt Cleaning Blade;B;A;1;1;
AccurioPress C4080;41;16;AAK7R71711;Belt Cleaning Blade;C;A;1;1;KOM230161E0
AccurioPress C4080;41;a;V158030803;Screw;;V;;100;
AccurioPress C4080;41;b;V217040003;E-ring;;V;;100;
AccurioPress C4080;;1;40AA32320;Toner Supply Spacer;;C;11;10;KOM210156E0
AccurioPress C4080;;2;65AA20060;COLLECTING COVER;;C;1;1;KOM210156E0
AccurioPress C4080;;3;65AA20300;TONER COLLECTING SPRING;;C;1;1;KOM210156E0
AccurioPress C4080;;4;A9CE716000;Ball bearing /S;;C;9;1;KOM210156E0
AccurioPress C4080;;5;A9VP534900;Lower Side Seal/Fr;;A;1;1;KOM210156E0
AccurioPress C4080;;6;A9VP535000;Lower Side Seal/Rr;;A;1;1;KOM210156E0
AccurioPress C4080;;7;A9VP535100;Upper Side Seal/Fr;;A;1;1;KOM230586E5
AccurioPress C4080;;7;A9VP535300;Seal;;A;1;1;KOM230586E5
AccurioPress C4080;;8;A9VP535200;Upper Side Seal/Rr;;A;1;1;KOM230586E5
AccurioPress C4080;;8;A9VP535400;Seal;;A;1;1;KOM230586E5
AccurioPress C4080;;9;A9VP545100;Gear  /1  22T;;C;1;1;KOM210156E0
AccurioPress C4080;;10;A9VP545200;Mounting  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;11;A9VP545302;Collection  Pipe  /Upper;;D;1;1;KOM210156E0
AccurioPress C4080;;12;A9VP545400;Gear  /2  35T;;C;1;1;KOM210156E0
AccurioPress C4080;;13;A9VP545500;Drive  Shaft  /1;;D;1;1;KOM210156E0
AccurioPress C4080;;14;A9VP545600;Drive  Shaft  /6;;D;1;1;KOM210156E0
AccurioPress C4080;;15;A9VP545700;Gear  /3  40T;;C;1;1;KOM210156E0
AccurioPress C4080;;16;A9VP545800;Gear  /4  33T;;C;1;1;KOM210156E0
AccurioPress C4080;;17;A9VP545900;Gear  /5  25T;;C;1;1;KOM210156E0
AccurioPress C4080;;18;A9VP546000;Gear  /7  35T;;C;1;1;KOM210156E0
AccurioPress C4080;;19;A9VP546100;Collection  Pipe  /Lower;;D;1;1;KOM210156E0
AccurioPress C4080;;20;A9VP546200;Gear  /6  31T;;C;1;1;KOM210156E0
AccurioPress C4080;;21;A9VP546300;Collection  Seal  /1;;D;1;1;KOM210156E0
AccurioPress C4080;;22;A9VP546400;Gear  /1  19T;;C;1;1;KOM210156E0
AccurioPress C4080;;23;A9VP546500;Gear  /2  22T;;C;2;1;KOM210156E0
AccurioPress C4080;;24;A9VP546600;Drive  Shaft  /4;;D;1;1;KOM210156E0
AccurioPress C4080;;25;A9VP546700;Cleaning  Seal  /2;;D;1;5;KOM210156E0
AccurioPress C4080;;26;A9VP546800;Positioning  Lever;;D;1;1;KOM210156E0
AccurioPress C4080;;27;A9VP546900;Positioning  Lever  /1;;D;1;5;KOM210156E0
AccurioPress C4080;;28;A9VP547100;Gear  /8  32T;;C;1;1;KOM210156E0
AccurioPress C4080;;29;A9VP547900;Rotation  Roll;;D;1;1;KOM210156E0
AccurioPress C4080;;30;A9VP538400;Spacer;;D;1;5;KOM250673E1
AccurioPress C4080;;a;V158030803;Screw;;V;;100;KOM210156E0
AccurioPress C4080;;b;V217030003;E-ring;;V;;100;KOM210156E0
AccurioPress C4080;;c;V217040003;E-ring;;V;;100;KOM210156E0
AccurioPress C4080;;d;V218030086;C-Clip;;V;;100;KOM210156E0
AccurioPress C4080;;e;V234200850;Pin;;V;;100;KOM210156E0
AccurioPress C4080;;f;V234201250;Pin;;V;;100;KOM210156E0
AccurioPress C4080;;1;56AA20940D;Toner Dust-proof Seal /D;;D;2;5;KOM210156E0
AccurioPress C4080;;2;56AA40490;Shaft Stopper /4;;C;3;1;KOM210156E0
AccurioPress C4080;;3;AC57533400;Blade Fulcrum Shaft;;D;1;1;KOM210156E0
AccurioPress C4080;;4;A1DUR71C11;Sheet /1 Assy;;A;1;1;KOM221466E1
AccurioPress C4080;;5;A1DUR71D00;Sheet /2 Assy;;C;1;1;KOM210156E0
AccurioPress C4080;;6;A9VP536600;Pressing  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;7;A9VP536700;Holding  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;8;A9VP540100;Collection Scraper/C;;A;1;1;KOM210156E0
AccurioPress C4080;;9;A9VP543600;Pulling  Coil spring /C;;D;2;5;KOM210156E0
AccurioPress C4080;;10;A9VP543700;Transfer  Spring  /C;;D;2;5;KOM210156E0
AccurioPress C4080;;11;AC57946500;ID Label;;D;1;5;KOM210156E0
AccurioPress C4080;;12;A9VPR71600;Belt Cleaning Blade /C;;A;1;1;KOM210156E0
AccurioPress C4080;;13;A9VPR73800;Positioning Plate Assy /C;;A;1;1;KOM210156E0
AccurioPress C4080;;14;A9VP544001;Holding  Part  /1;;D;2;1;KOM210156E0
AccurioPress C4080;;15;AC57533200;Spacer;;D;1;1;KOM210156E0
AccurioPress C4080;;16;AC57533300;Regulating  Seal;;D;1;5;KOM210156E0
AccurioPress C4080;;a;V158030803;Screw;;V;;100;KOM210156E0
AccurioPress C4080;;b;V118260403;screw;;V;;100;KOM210156E0
AccurioPress C4080;;c;V118020403;screw;;V;;100;KOM210271E0
AccurioPress C4080;42;1;A1DUR71600;Solenoid Assy;;C;1;1;
AccurioPress C4080;42;2;AC57N20000;Sensor Harness /1;;D;1;1;
AccurioPress C4080;42;3;A50U515500;Open/close  Shutter;;D;1;1;
AccurioPress C4080;42;4;A50U516800;Spring;;D;1;5;
AccurioPress C4080;42;5;A50U516900;Scatteringprevention  Pad;;D;2;1;
AccurioPress C4080;42;6;A50U517000;Pressing Spring;;D;2;1;
AccurioPress C4080;42;7;AC57R74800;Color Registration Unit;;S;1;1;
AccurioPress C4080;42;8;AC57M50200;Photo Sensing Element;;I;2;1;
AccurioPress C4080;42;9;AC57515400;Sealing  Sheet;;D;1;5;
AccurioPress C4080;42;a;V116030503;Screw;;V;;100;
AccurioPress C4080;42;b;V121030403;Screw;;V;;100;
AccurioPress C4080;42;c;V127030604;Screw;;V;;100;
AccurioPress C4080;42;d;V217020003;E Ring;;V;;100;
AccurioPress C4080;42;e;V217040003;E-ring;;V;;100;
AccurioPress C4080;42;f;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;42;g;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;;1;40AA32320;Toner Supply Spacer;;C;3;10;KOM210156E0
AccurioPress C4080;;2;A1DUR71600;Solenoid Assy;;C;1;1;KOM210156E0
AccurioPress C4080;;3;A50U516800;Spring;;D;1;5;KOM210156E0
AccurioPress C4080;;4;A50U516900;Scatteringprevention  Pad;;D;2;1;KOM210156E0
AccurioPress C4080;;5;A9VP515200;Mounting  Plate;;D;2;1;KOM210156E0
AccurioPress C4080;;6;A9VP515300;Mounting  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;7;A9VP515400;Lever;;D;1;1;KOM210156E0
AccurioPress C4080;;8;A9VP515500;Open/close  Shutter  /ASSY;;D;1;1;KOM210156E0
AccurioPress C4080;;9;A9VP515600;Bushing;;D;2;1;KOM210156E0
AccurioPress C4080;;10;A9VP515900;Positioning  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;11;A9VP517000;Pressing  Spring  /Rear;;D;2;1;
AccurioPress C4080;;12;A9VPR71900;Color Registration Unit;;S;1;1;KOM210156E0
AccurioPress C4080;;13;A9VPN20000;Sensor  Harness  /1;;D;1;1;KOM210156E0
AccurioPress C4080;;14;AC57M50200;Photo Sensing Element;;I;2;1;KOM210156E0
AccurioPress C4080;;15;A9VP516401;Hinge;;D;1;1;KOM210156E0
AccurioPress C4080;;16;A9VP516500;Fixing  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;17;A9VP516600;Shaft  /1;;D;1;1;KOM210156E0
AccurioPress C4080;;18;A9VP516700;Shaft  /2;;D;1;1;KOM210156E0
AccurioPress C4080;;19;A9VP516800;Pulling  Spring;;D;1;5;KOM210156E0
AccurioPress C4080;;20;A9VP516901;Mounting  Plate;;D;1;1;KOM210156E0
AccurioPress C4080;;a;V116030503;Screw;;V;;100;KOM210156E0
AccurioPress C4080;;b;V121030403;Screw;;V;;100;KOM210156E0
AccurioPress C4080;;c;V127030604;Screw;;V;;100;KOM210156E0
AccurioPress C4080;;d;V217020003;E Ring;;V;;100;KOM210156E0
AccurioPress C4080;;e;V217040003;E-ring;;V;;100;KOM210156E0
AccurioPress C4080;;f;V500020098;Mini Locking wire saddle;;D;;5;KOM210156E0
AccurioPress C4080;;g;V500020099;Mini Locking wire saddle;;D;;5;KOM210156E0
AccurioPress C4080;;h;V570010057;Wing Edge Saddle;;D;;5;KOM210156E0
AccurioPress C4080;43;1;20AL48470G;Jam Release Knob;;C;1;1;
AccurioPress C4080;43;2;56AA42690;By-Pass Spacer;;C;4;1;
AccurioPress C4080;43;3;A00V240600;Ball Bearing;;B;3;1;
AccurioPress C4080;43;4;AC57M10300;DC   Brushless Motor  /25;;C;1;1;
AccurioPress C4080;43;5;AC57736201;Positioning Shaft /11;;D;2;1;
AccurioPress C4080;43;6;A1RF758100;Pin  /B;;D;1;1;
AccurioPress C4080;43;7;A1RF809400;Pressure Gear /1 22T;;C;1;1;
AccurioPress C4080;43;8;A4EU265000;Ball bearing;;B;1;1;
AccurioPress C4080;43;9;A50U742901;Pressure  Gear  /2 90T;;C;1;1;
AccurioPress C4080;43;10;A50U743100;Pressure  Gear  /4 23/110T;;C;1;1;
AccurioPress C4080;43;11;A50U743200;Pressure  Gear  /5 87T;;C;1;1;
AccurioPress C4080;43;12;A50U745600;Fixing  Plate  /1;;D;1;1;
AccurioPress C4080;43;13;A50U745700;Processing  Shaft  /A;;D;1;1;
AccurioPress C4080;43;14;AC57749002;Fusing Cover /A;;D;1;1;KOM231225E0
AccurioPress C4080;43;15;A50U751101;Spacer  /1;;D;1;5;
AccurioPress C4080;43;16;A50U751200;Positioning  Plate  /A;;D;1;5;
AccurioPress C4080;43;17;A50U751301;Spacer  /2;;D;1;1;
AccurioPress C4080;43;18;A50U752600;Processing  Shaft;;D;1;1;
AccurioPress C4080;43;19;A50U755900;Spacer  /3;;D;1;5;
AccurioPress C4080;43;20;A50U756002;Auxiliary  Side plate;;D;1;1;
AccurioPress C4080;43;21;A50U756500;Part  /1;;D;2;1;
AccurioPress C4080;43;22;A50U757000;Connecting  Gear  /A 41/22T;;C;1;1;
AccurioPress C4080;43;23;A50U757100;Idling  Gear  /A 22T;;C;1;1;
AccurioPress C4080;43;24;A50U943503;Release Label /5;;D;1;5;KOM242412E0
AccurioPress C4080;43;25;A50U949600;Replacement  Label;;D;1;5;
AccurioPress C4080;43;26;A50UN10903;Fixing   Wiring   /5;;D;1;1;
AccurioPress C4080;43;27;A9VE742500;Pressure  Shaft  /B;;D;1;1;
AccurioPress C4080;43;28;A9VP742800;Pressure  Gear  /1;;C;1;1;KOM230424E0
AccurioPress C4080;43;29;A9VE743000;Pressure Gear /3 23/85T;;C;1;1;
AccurioPress C4080;43;30;AC57R72322;Fusing Unit (208V);(Service Part Only)B;I;1;1;
AccurioPress C4080;43;30;AC57R72422;Fusing Unit (220V);(Service Part Only)C;I;1;1;KOM250076E0
AccurioPress C4080;43;30;AC57R72422;Fusing Unit (220V);(Service Part Only)D1,D3,E,F2,G1,H,I,K,J;I;1;1;KOM242562E0
AccurioPress C4080;43;30;AC57R72B11;Fusing Unit (208V);B,G2;I;1;1;
AccurioPress C4080;43;30;AC57R72C11;Fusing Unit (220V);C;I;1;1;KOM251512E0
AccurioPress C4080;43;30;AC57R72322;Fusing Unit (208V);(Service Part Only)G2;I;1;1;
AccurioPress C4080;43;30;AC57R72C11;Fusing Unit (220V);D1,D3,E,F2,G1,H,I,K,J;I;1;1;KOM242566E0
AccurioPress C4080;43;31;AC57745300;Fixing Plate /5;;D;1;1;
AccurioPress C4080;43;a;V116030603;Screw;;V;;100;
AccurioPress C4080;43;b;V121030403;Screw;;V;;100;
AccurioPress C4080;43;c;V121041003;Screw;;V;;100;
AccurioPress C4080;43;d;V127030604;Screw;;V;;100;
AccurioPress C4080;43;e;V127030803;screw;;V;;100;
AccurioPress C4080;43;f;V127040603;Screw;;V;;100;
AccurioPress C4080;43;g;V217060003;E-ring;;V;;100;
AccurioPress C4080;43;h;V217040003;E-ring;;V;;100;
AccurioPress C4080;43;k;V217080003;Ring;;V;;100;
AccurioPress C4080;43;m;V234200850;Pin;;V;;100;
AccurioPress C4080;43;n;V234301450;Pin;;V;;100;
AccurioPress C4080;43;p;V500010057;Locking Wire Saddle;;D;;5;
AccurioPress C4080;43;q;V500010074;FClamp;;V;;5;
