Model Name;Page;Key;Parts No.;Parts Name;Destinations;Class;Quantity;Ship Unit;PMN No.
AccurioPress C4080;1;1;A50U162701;Reinforce  Plate;;D;1;1;KOM250668E0
AccurioPress C4080;1;1;AC57162700;Reinforce  Plate;;D;1;1;KOM250668E0
AccurioPress C4080;1;2;A50U162900;Reinforce  Plate  /2;;D;1;1;KOM250668E0
AccurioPress C4080;1;3;AC57162001;Cover /Right;;D;1;1;
AccurioPress C4080;1;4;AC57162101;Protection Cover /1;;D;1;1;KOM242416E0
AccurioPress C4080;1;5;AC57162201;Cover /Right;;D;1;1;
AccurioPress C4080;1;6;A9VE162500;Protection  Cover  /Lower;;D;1;1;
AccurioPress C4080;1;7;A9VE162800;Bypass  Cover;;D;1;1;
AccurioPress C4080;1;8;A9VE163200;Protection  Cover;;D;1;1;
AccurioPress C4080;1;9;AC57162600;Cover;;D;1;1;
AccurioPress C4080;1;10;1154467001;PROTECTION;;C;1;10;KOM241571E0
AccurioPress C4080;1;a;V114040604;Screw;;V;;100;
AccurioPress C4080;1;b;V114041004;screw;;V;;100;
AccurioPress C4080;1;c;V121031004;screw;;V;;100;
AccurioPress C4080;1;d;V127030604;Screw;;V;;100;
AccurioPress C4080;1;e;V211040080;washer;;V;;100;
AccurioPress C4080;2;1;40AA30270;DEVELOPING SPACER;;C;1;1;
AccurioPress C4080;2;2;55VA90840;MAIN EARTH WIRE;;D;1;1;
AccurioPress C4080;2;3;56AA12241;EXTERNAL LOCK PLATE;;D;1;1;
AccurioPress C4080;2;4;A50U160500;Fixing  Plate;;D;1;1;
AccurioPress C4080;2;5;A50U161502;Reinforce  Door  /Right;;D;1;1;
AccurioPress C4080;2;6;AC57161600;Cover Duct /Front;;D;1;1;
AccurioPress C4080;2;7;A50U161700;Sealing  Cushion  /1;;D;1;5;
AccurioPress C4080;2;8;AC57161800;Seal;;D;2;5;
AccurioPress C4080;2;9;A50U164100;Detecting  Actuator;;D;1;1;
AccurioPress C4080;2;10;A50U164200;Detecting  Part;;D;1;1;
AccurioPress C4080;2;11;A50U164901;Suction Dust-proof Filter;;A;1;1;
AccurioPress C4080;2;12;A50U165500;Reinforce  Hinge;;D;1;1;
AccurioPress C4080;2;13;A50U165600;Sealing  Cushion  /2;;D;1;5;
AccurioPress C4080;2;14;A50U166100;Hinge  /Lower;;D;1;1;
AccurioPress C4080;2;15;A50U166200;Support  Shaft  /Lower;;D;1;1;
AccurioPress C4080;2;16;A50U167201;Lock  Cover;;D;1;1;
AccurioPress C4080;2;17;A50U167500;Lock  Plate;;D;1;5;
AccurioPress C4080;2;18;A50U167601;Detecting  Part;;D;1;1;
AccurioPress C4080;2;19;A50U169900;Reinforce  Wire;;D;1;1;
AccurioPress C4080;2;20;A50U863100;Sheet;;D;1;1;KOM210682E0
AccurioPress C4080;2;21;A50U945601;Operation  Label;;D;1;1;
AccurioPress C4080;2;22;A50U946503;Operation  Label  /A;;D;1;1;
AccurioPress C4080;2;23;A50UF16000;Left Door Support Plate / Upper Caulking;;D;1;1;
AccurioPress C4080;2;24;A50UF16101;Right Door Support Plate / Lower Caulkin;;D;1;1;
AccurioPress C4080;2;25;A50UF16201;Right Door Support Plate / Upper Caulkin;;D;1;1;
AccurioPress C4080;2;26;A50UF16301;Collection Box Door Support Plate / L;;D;1;1;
AccurioPress C4080;2;27;A50UF16400;Collection Box Door Support Plate / Uppe;;D;1;1;
AccurioPress C4080;2;28;AC57160100;Door /Front;;D;1;1;
AccurioPress C4080;2;29;A9VE160300;Toner supply  Door;;D;1;1;
AccurioPress C4080;2;30;A9VE160600;Collection  Door;;D;1;1;
AccurioPress C4080;2;31;A9VE164800;Toner supply  Duct;;D;1;1;
AccurioPress C4080;2;32;A9VE944901;Toner supply  Label;;D;1;1;
AccurioPress C4080;2;33;A5AW162000;Indicating Plate;;C;1;1;
AccurioPress C4080;2;34;A9JT944200;Label /KONICA MINOLTA;;D;1;1;
AccurioPress C4080;2;35;AC57174100;Seal;;D;1;5;
AccurioPress C4080;2;36;AC57174200;Seal;;D;1;5;
AccurioPress C4080;2;37;AC57174400;Mounting Part;;D;1;1;
AccurioPress C4080;2;a;V127030604;Screw;;V;;100;
AccurioPress C4080;2;b;V127040603;Screw;;V;;100;
AccurioPress C4080;2;c;V158030803;Screw;;V;;100;
AccurioPress C4080;2;d;V158030804;screw;;V;;100;
AccurioPress C4080;2;e;V158031003;screw;;V;;100;
AccurioPress C4080;2;f;V234201450;Pin;;V;;100;
AccurioPress C4080;2;g;V126030603;Screw;;V;;100;
AccurioPress C4080;3;1;A1DU163402;Protection  Cover;;D;1;1;
AccurioPress C4080;3;2;AC57161002;Cover Part;;D;1;1;KOM251115E0
AccurioPress C4080;3;3;A9VE162400;Cover  Part  /Inside;;D;1;1;
AccurioPress C4080;3;4;A9VE163900;Replacement  Cover;;D;1;1;
AccurioPress C4080;3;5;A50U175001;Reinforce  Plate;;D;1;1;
AccurioPress C4080;3;6;A9VE168800;Click Cover;;D;6;5;
AccurioPress C4080;3;7;A161940602;Label;;D;1;5;KOM221500E1
AccurioPress C4080;3;8;A9VE161400;Read  Cover  /Right;;D;1;1;
AccurioPress C4080;3;9;A55D941100;Caution  Label;;D;1;1;KOM221500E1
AccurioPress C4080;3;10;A795167800;Read  Cover  /Upper;;C;1;1;
AccurioPress C4080;3;11;A9JT170601;Read  Cover;;D;1;1;
AccurioPress C4080;3;12;A9VE161100;Cover  Plate  /Left;;D;1;1;
AccurioPress C4080;3;13;A9VE161200;Read  Cover  /Rear;;D;1;1;
AccurioPress C4080;3;14;A9VE161301;Read  Cover  /Right rear;;D;1;1;
AccurioPress C4080;3;15;AC57942101;Label  /A;;D;1;1;KOM231314E0
AccurioPress C4080;3;a;V114040604;Screw;;V;;100;
AccurioPress C4080;3;b;V114041004;screw;;V;;100;
AccurioPress C4080;3;c;V121040604;screw;;V;;100;
AccurioPress C4080;3;d;V127040603;Screw;;V;;100;
AccurioPress C4080;3;e;V158030803;Screw;;V;;100;
AccurioPress C4080;3;f;V114040804;screw;;V;;1;
AccurioPress C4080;3;g;V116030804;Screw;;V;;100;
AccurioPress C4080;4;1;A00J945401;Label Dehumidifier SW.;;C;1;5;
AccurioPress C4080;4;2;A50U163700;Mounting  Plate  /Upper;;D;1;1;
AccurioPress C4080;4;3;A50U167801;Holding  Part;;D;3;5;
AccurioPress C4080;4;4;A9JT942401;Caution  Label;C,I;D;1;1;
AccurioPress C4080;4;5;A9VE162300;Paper exit Cover /2;;D;1;1;
AccurioPress C4080;4;6;AC57163002;Paper exit Cover /Left;;D;1;1;KOM251063E0
AccurioPress C4080;4;7;AC57163501;Protection Cover /1;;D;1;1;KOM251063E0
AccurioPress C4080;4;8;A9VE163601;Cover /Rear;;D;1;1;KOM251063E0
AccurioPress C4080;4;9;A9VE163801;Entrance Plate;;D;1;1;KOM251063E0
AccurioPress C4080;4;10;A9VE169500;Cover /A;;D;1;1;KOM220064E0
AccurioPress C4080;4;11;A9VE942600;Caution  Label;;D;1;1;
AccurioPress C4080;4;12;A9VE942301;Caution  Label;;D;1;1;
AccurioPress C4080;4;13;AC57163101;Cover;;D;1;1;KOM251063E0
AccurioPress C4080;4;a;V114040604;Screw;;V;;100;
AccurioPress C4080;4;b;V127030604;Screw;;V;;100;
AccurioPress C4080;4;c;V158030804;screw;;V;;100;
AccurioPress C4080;5;1;A93EM10600;Fan motor;;C;4;1;
AccurioPress C4080;5;2;65AA11300;Support Part;;D;1;1;
AccurioPress C4080;5;3;65AA11430;FAN SEALING PART 3;;C;1;1;
AccurioPress C4080;5;4;A034M50000;Humidity sensor;;C;1;1;KOM210385E7
AccurioPress C4080;5;4;A0P0M50400;Humidity sensor;;C;1;1;KOM210385E7
AccurioPress C4080;5;5;AC57M15800;Cooling Fan;;C;1;1;
AccurioPress C4080;5;6;A0G6411200;Magnet /X;;D;2;1;
AccurioPress C4080;5;7;A4EUM60000;Power source  Switch;;C;1;1;
AccurioPress C4080;5;8;A50U102900;Mounting  Plate;;D;1;1;
AccurioPress C4080;5;9;A50U120600;Fixing  Plate;;D;1;5;
AccurioPress C4080;5;10;AC57121000;Duct;;D;1;1;
AccurioPress C4080;5;11;A50U121300;Cooling  Seal  /Front;;D;3;5;
AccurioPress C4080;5;12;AC57121600;Duct;(S/No.AC57xxx010001-);D;1;1;KOM210156E0
AccurioPress C4080;5;12;AC57121400;Duct  /2;(S/No.AC57xxx020001-);D;1;1;KOM210156E0
AccurioPress C4080;5;13;A50U122103;Cooling  Duct;;D;1;1;
AccurioPress C4080;5;14;A50U949600;Replacement  Label;;D;2;5;
AccurioPress C4080;5;15;A50U123800;Cover;(S/No.AC57xxx010001-);D;1;1;KOM210156E0
AccurioPress C4080;5;15;AC57123800;Cover;(S/No.AC57xxx020001-);D;1;1;KOM210156E0
AccurioPress C4080;5;16;A50U124100;Duct;;D;1;1;
AccurioPress C4080;5;17;A50U124900;Cover  Sheet;;D;1;5;
AccurioPress C4080;5;18;A50UF12000;Fusing Front Cooling Duct Support Shaft;;D;1;1;
AccurioPress C4080;5;19;A50U125901;Fixing  Screw;;D;1;1;
AccurioPress C4080;5;20;A50U126501;Mounting Plate;;D;1;1;KOM250023E0
AccurioPress C4080;5;21;A50U126600;Mounting  Plate;;D;1;1;
AccurioPress C4080;5;22;A50U127401;Mounting  Plate;;D;1;1;
AccurioPress C4080;5;23;A50U127901;Cover;;D;1;1;
AccurioPress C4080;5;24;A50U164000;Cooling  Seal  /1;;D;3;5;
AccurioPress C4080;5;25;A50U167901;Cooling  Cover;;D;1;1;
AccurioPress C4080;5;26;A50U172100;PH Dust-proof Filter;;B;1;1;
AccurioPress C4080;5;27;A50U172200;Deve. Dust-proof Filter/1;;B;1;1;
AccurioPress C4080;5;28;A50UM60300;Power source   Switch;;C;1;1;
AccurioPress C4080;5;29;A50U172300;Deve. Dust-proof Filter/2;;B;1;1;
AccurioPress C4080;5;30;A50U179501;Protection Sheet;;D;1;5;KOM251115E0
AccurioPress C4080;5;31;A50UN12602;Cooling  Relay harness  /1;;D;1;1;
AccurioPress C4080;5;32;AC57121100;Filter;;A;1;1;
AccurioPress C4080;5;33;A50U944302;Processing Label /2;;D;1;1;
AccurioPress C4080;5;34;AC57R75200;Fusing Front Cooling Duct Assy;(S/No.AC57xxx020001-);C;1;1;KOM210156E0
AccurioPress C4080;5;a;V116030803;Screw;;V;;100;
AccurioPress C4080;5;b;V118033503;Screw;;V;;100;
AccurioPress C4080;5;c;V126030603;Screw;;V;;100;
AccurioPress C4080;5;d;V127030604;Screw;;V;;100;
AccurioPress C4080;5;e;V151030803;Screw;;V;;100;
AccurioPress C4080;5;f;V158030803;Screw;;V;;100;
AccurioPress C4080;5;g;V217060003;E-ring;;V;;100;
AccurioPress C4080;5;h;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;5;k;V570010056;Locking Edge Saddle;;D;;5;
AccurioPress C4080;5;m;V500010076;Locking Wire Saddle;;V;;1;
AccurioPress C4080;5;n;V500010081;Locking Wire Saddle;;D;;5;
AccurioPress C4080;5;p;V570010039;bushing;;D;;1;
AccurioPress C4080;5;q;V570010040;bushing;;D;;1;
AccurioPress C4080;5;r;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;5;s;V500010082;Locking Wire Saddle;;D;;5;
AccurioPress C4080;5;t;V570010037;bushing;;D;;1;
AccurioPress C4080;6;1;A50U109101;Writing  Cover;;D;3;5;
AccurioPress C4080;6;2;A50U123200;Ozone  Cover;;D;3;5;
AccurioPress C4080;6;3;A50U123300;Suction  Seal;;D;1;5;
AccurioPress C4080;6;4;A50U123400;Duct  /Cyan;;D;3;1;
AccurioPress C4080;6;5;A50U123500;Duct;;D;1;1;
AccurioPress C4080;6;6;A50U123600;Suction  Cover;;D;1;5;
AccurioPress C4080;6;7;A50U123900;Suction  Seal;;D;3;5;
AccurioPress C4080;6;8;A50U124000;Suction  Seal;;D;1;5;
AccurioPress C4080;6;9;A50U126200;Duct;;D;1;1;
AccurioPress C4080;6;10;A50U126800;Sheet  /1;;D;1;5;
AccurioPress C4080;6;11;A50U127201;Suction  Seal  /Rear;;D;4;5;
AccurioPress C4080;6;12;A50U127300;Suction  Duct;;D;1;1;
AccurioPress C4080;6;13;A50U127500;Seal;;D;4;5;
AccurioPress C4080;6;14;A50U127800;Seal;;D;1;5;
AccurioPress C4080;6;15;A50U128000;Sheet  /2;;D;4;5;
AccurioPress C4080;6;16;A50U128700;Duct  /1;;D;4;1;
AccurioPress C4080;6;17;A50U341800;Pressing  Spring  /D;;D;8;5;
AccurioPress C4080;6;18;A50U342200;Pressing  Pedestal;;D;8;5;
AccurioPress C4080;6;19;A50U342400;Charge Pressing Block;;D;8;5;
AccurioPress C4080;6;a;V127030604;Screw;;V;;100;
AccurioPress C4080;7;1;4038351102;SHOULDER SCREW;;C;2;5;
AccurioPress C4080;7;2;26NA82513;Paper Feed Solenoid;;B;1;1;
AccurioPress C4080;7;3;40AA32320;Toner Supply Spacer;;C;1;10;
AccurioPress C4080;7;4;A1DU111101;Connecting  Plate  /F;;D;2;1;
AccurioPress C4080;7;5;A1DU764000;Spring;;D;2;5;
AccurioPress C4080;7;6;A50U102801;Mounting  Stay  /Middle;;D;1;1;
AccurioPress C4080;7;7;A50U103602;Mounting  Plate  /Rear;;D;1;1;
AccurioPress C4080;7;8;A50U104901;Inner partition;;D;1;1;
AccurioPress C4080;7;9;A50U106800;Mounting  Shaft  /Inside;;D;2;1;
AccurioPress C4080;7;10;A50U108900;Receiving  Part  /1;;D;4;5;
AccurioPress C4080;7;11;AC57133200;Mounting Plate /Upper;;D;1;1;
AccurioPress C4080;7;12;A50U508301;Solenoid Release Spring;;D;1;5;
AccurioPress C4080;7;13;A50U509300;Separating  Cam;;D;1;1;
AccurioPress C4080;7;14;A50U510400;Cover;;D;1;1;
AccurioPress C4080;7;15;A50U731700;Insulating  Seal  /1;;D;1;5;
AccurioPress C4080;7;16;A50U731900;Lifting  Spacer  /1;;D;2;5;
AccurioPress C4080;7;17;A50U737800;Protection  Sheet  /1;;D;1;5;
AccurioPress C4080;7;18;A50U738001;Shutter;;D;1;1;
AccurioPress C4080;7;19;A50U738100;Cushion;;D;3;5;
AccurioPress C4080;7;20;A50U739000;Mounting  Plate;;D;1;1;
AccurioPress C4080;7;21;A50UF50700;Mounting Stay Caulking;;D;1;1;
AccurioPress C4080;7;22;AC57M15300;Cooling Fan;;C;1;1;
AccurioPress C4080;7;23;A5AWM15101;Cooling Fan;;B;3;1;
AccurioPress C4080;7;24;A85CN12800;Fixing   Relay harness   /2;;D;1;1;
AccurioPress C4080;7;25;A9VP735100;Auxiliary  Seal  /A;;D;6;5;KOM231854E1
AccurioPress C4080;7;26;A9VP735200;Auxiliary  Seal  /B;;D;6;5;KOM231854E1
AccurioPress C4080;7;a;V116030803;Screw;;V;;100;
AccurioPress C4080;7;b;V116031003;Screw;;V;;100;
AccurioPress C4080;7;c;V118030303;screw;;V;;100;
AccurioPress C4080;7;d;V118033003;Screw;;V;;100;
AccurioPress C4080;7;e;V127030604;Screw;;V;;100;
AccurioPress C4080;7;f;V127040603;Screw;;V;;100;
AccurioPress C4080;7;g;V146040804;Screw;;V;;100;
AccurioPress C4080;7;h;V217040003;E-ring;;V;;100;
AccurioPress C4080;7;k;V500010074;FClamp;;V;;5;
AccurioPress C4080;7;m;V500010082;Locking Wire Saddle;;D;;5;
AccurioPress C4080;7;n;V500010084;Locking Wire Saddle;;D;;5;
AccurioPress C4080;7;p;V570010060;Wing Edge Saddle;;D;;5;
AccurioPress C4080;7;q;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;7;r;V500020099;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;7;s;V570010037;bushing;;D;;1;
AccurioPress C4080;7;t;V570010056;Locking Edge Saddle;;D;;5;
AccurioPress C4080;7;u;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;7;v;V570010059;Wing Edge Saddle;;D;;5;
AccurioPress C4080;8;1;56AA10301F;Slide Rail /A;;C;2;1;KOM251689E0
AccurioPress C4080;8;2;65AA509900;Mounting  Plate  /Left;;D;1;1;
AccurioPress C4080;8;3;A1RF815702;Slide  Rail  /Left;;D;1;1;
AccurioPress C4080;8;4;A50U103200;Reinforce  Rail;;D;1;1;
AccurioPress C4080;8;5;A50U103403;Fixing  Plate  /Left rear;;D;1;1;
AccurioPress C4080;8;6;A50U103500;Separating  Duct;;D;1;1;
AccurioPress C4080;8;7;A50U104700;Mounting  Plate;;D;1;1;
AccurioPress C4080;8;8;A50U105100;Support Plate /A;;D;1;1;
AccurioPress C4080;8;9;A50U105201;Support  Rail  /Front;;D;1;1;
AccurioPress C4080;8;10;A50U105600;Rail  /Rear;;D;1;1;
AccurioPress C4080;8;11;A50U107501;Sealing  Part  /Front;;D;1;5;
AccurioPress C4080;8;12;A50U107600;Sealing  Part  /Rear;;D;1;5;
AccurioPress C4080;8;13;A50U107801;Fan duct;;D;2;1;
AccurioPress C4080;8;14;A50U109400;Guide  Pin  /Left;;D;1;1;
AccurioPress C4080;8;15;A50U109900;Electric Comp. Cooling Filter;;B;1;1;
AccurioPress C4080;8;16;A50U120300;Fixing  Plate;;D;1;1;
AccurioPress C4080;8;17;A50U129200;Fixing  Plate;;D;1;1;
AccurioPress C4080;8;18;A50U342900;Protection  Cover;;D;2;1;
AccurioPress C4080;8;19;A50U832100;Reinforce  Rail  /A;;D;1;1;
AccurioPress C4080;8;20;A50U833000;Mounting  Collar  /1;;C;4;1;
AccurioPress C4080;8;21;A50U881500;Slide  Rail;;D;1;1;
AccurioPress C4080;8;22;A50UN15400;Drive harness  /F;;D;1;1;
AccurioPress C4080;8;23;A93EM10000;Fan motor;;C;2;1;
AccurioPress C4080;8;24;AC57120500;Seal /4;;D;2;5;
AccurioPress C4080;8;25;AC57175900;Seal;;D;1;5;
AccurioPress C4080;8;26;AC57340700;Mounting Rail;;D;1;1;
AccurioPress C4080;8;27;AC57M15800;Cooling Fan;;C;2;1;
AccurioPress C4080;8;28;AC57105900;Screw;;D;4;1;KOM251651E0
AccurioPress C4080;8;a;V118033003;Screw;;V;;100;
AccurioPress C4080;8;b;V118040604;screw;;V;;100;
AccurioPress C4080;8;c;V118040804;screw;;D;;100;
AccurioPress C4080;8;d;V118043003;Screw;;V;;100;
AccurioPress C4080;8;e;V118045503;Screw;;V;;100;
AccurioPress C4080;8;f;V121030403;Screw;;V;;100;
AccurioPress C4080;8;g;V121040803;Screw;;V;;100;
AccurioPress C4080;8;h;V126040603;Screw;;V;;100;
AccurioPress C4080;8;k;V127040603;Screw;;V;;100;
AccurioPress C4080;8;m;V127040803;Screw;;V;;100;
AccurioPress C4080;8;n;V146040804;Screw;;V;;100;
AccurioPress C4080;8;p;V226040050;CS-ring;;V;;5;
AccurioPress C4080;8;q;V500010082;Locking Wire Saddle;;D;;5;
AccurioPress C4080;8;r;V500010083;Locking Wire Saddle;;D;;5;
AccurioPress C4080;8;s;V500020122;Cord Keep;;D;;1;KOM251166E0
AccurioPress C4080;8;t;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;8;u;V570010059;Wing Edge Saddle;;D;;5;
AccurioPress C4080;8;v;V570010060;Wing Edge Saddle;;D;;5;
AccurioPress C4080;8;w;V127030604;Screw;;V;;100;
AccurioPress C4080;9;1;13NG45200;Conveyance Driven Roller;;C;2;1;
AccurioPress C4080;9;2;56AA10301F;Slide Rail /A;;C;2;1;KOM251689E0
AccurioPress C4080;9;3;A50U855200;Lifting  Base frame;;D;1;1;
AccurioPress C4080;9;4;65AA10470;Mounting Plate /4;;D;2;1;
AccurioPress C4080;9;5;65AA50400;Guide Shaft;;D;2;5;
AccurioPress C4080;9;6;A50U101602;Auxiliary  Plate  /Left;;D;1;1;KOM210373E0
AccurioPress C4080;9;7;A50U102704;Protection  Plate;;D;1;1;KOM210248E0
AccurioPress C4080;9;8;A50U104600;Mounting  Plate  /Front;;D;1;1;
AccurioPress C4080;9;9;A50U105800;Writing  Guide  /Front;;D;2;5;
AccurioPress C4080;9;10;A50U107000;Slide  Rail  /A;;D;2;1;
AccurioPress C4080;9;11;A50U107101;Hold  Plate  /Front;;D;1;1;
AccurioPress C4080;9;12;A50U136501;Cover;;D;5;5;
AccurioPress C4080;9;13;A50U314800;Receiving  Sheet;;D;2;5;
AccurioPress C4080;9;14;A50U363900;Collection  Guide;;D;1;1;
AccurioPress C4080;9;15;A50U366601;Regulating  Plate;;D;1;1;
AccurioPress C4080;9;16;A50U368000;Collection  Seal  /2;;D;1;1;
AccurioPress C4080;9;17;A50U624000;Lock  Claw;;D;1;5;
AccurioPress C4080;9;18;A50U624503;Support  Stay  /2;;D;2;1;
AccurioPress C4080;9;19;A50U624904;Support  Stay  /2;;D;2;1;
AccurioPress C4080;9;20;A9VE114600;Seal;;D;1;5;
AccurioPress C4080;9;a;V116030803;Screw;;V;;100;
AccurioPress C4080;9;b;V118040603;Screw;;V;;100;
AccurioPress C4080;9;c;V118040604;screw;;V;;100;
AccurioPress C4080;9;d;V126040603;Screw;;V;;100;
AccurioPress C4080;9;e;V127030604;Screw;;V;;100;
AccurioPress C4080;9;f;V127040603;Screw;;V;;100;
AccurioPress C4080;9;g;V146040804;Screw;;V;;100;
AccurioPress C4080;9;h;V217030003;E-ring;;V;;100;
AccurioPress C4080;9;k;V500020069;Clamp;;D;;5;
AccurioPress C4080;9;m;V500020085;Harness Lifter;;V;;1;
AccurioPress C4080;9;n;V500020092;Clamp;;V;;5;
AccurioPress C4080;9;p;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;9;q;V500020099;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;9;r;V500010083;Locking Wire Saddle;;D;;5;
AccurioPress C4080;9;s;V570010040;bushing;;D;;1;
AccurioPress C4080;9;t;V570010056;Locking Edge Saddle;;D;;5;
AccurioPress C4080;9;u;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;9;v;V570010059;Wing Edge Saddle;;D;;5;
AccurioPress C4080;9;w;V570010060;Wing Edge Saddle;;D;;5;
AccurioPress C4080;10;1;25AA10091F;Mainbody Fixing Stopper;;C;4;1;
AccurioPress C4080;10;2;A9VE110100;Castor  /A;;D;1;1;
AccurioPress C4080;10;3;A9VE110200;Castor  /B;;D;1;1;
AccurioPress C4080;10;4;56AA17630;ADJUSTING PART;;C;1;1;
AccurioPress C4080;10;5;56AA17640;ADJUSTING PART 2;;C;1;1;
AccurioPress C4080;10;6;AC57M15000;Cooling  Fan;;C;1;1;
AccurioPress C4080;10;7;A93EM10000;Fan motor;;C;1;1;
AccurioPress C4080;10;8;A50U103301;Support  Part  /Middle;;D;1;1;
AccurioPress C4080;10;9;A50U103801;Guide Part /Front;;D;3;1;KOM251131E0
AccurioPress C4080;10;10;A50U104401;Positioning  Shaft  /Front;;D;2;1;
AccurioPress C4080;10;11;A50U106300;Lock  Screw;;D;6;1;
AccurioPress C4080;10;12;A50U110000;Positioning  Shaft  /Upper;;D;1;1;
AccurioPress C4080;10;13;A4F3744400;Torque limiter;;C;1;1;
AccurioPress C4080;10;14;A9VE641700;Gear 15T;;C;1;1;
AccurioPress C4080;10;15;A50U624113;Lock  Part;;D;1;1;
AccurioPress C4080;10;16;A50U624300;Reinforce  Plate;;D;1;5;
AccurioPress C4080;10;17;A50U628001;Lock  Claw;;D;1;1;
AccurioPress C4080;10;18;A50U634200;Lock  Part;;D;1;5;
AccurioPress C4080;10;19;A50U640200;Mounting  Plate;;D;1;1;
AccurioPress C4080;10;20;A50U640400;Reinforce  Part;;D;1;1;
AccurioPress C4080;10;21;A9VE641600;Mounting Plate;;D;1;1;
AccurioPress C4080;10;22;A50U832201;Guide  Pin  /Right front;;D;1;1;
AccurioPress C4080;10;23;AC57N13601;Cooling Relay Harness /3;;D;1;1;
AccurioPress C4080;10;24;A85C102000;Adjusting  Part;;C;1;1;
AccurioPress C4080;10;a;V116030803;Screw;;V;;100;
AccurioPress C4080;10;b;V116040803;Screw;;V;;100;
AccurioPress C4080;10;c;V118033003;Screw;;V;;100;
AccurioPress C4080;10;d;V126030603;Screw;;V;;100;
AccurioPress C4080;10;e;V127030604;Screw;;V;;100;
AccurioPress C4080;10;f;V127040603;Screw;;V;;100;
AccurioPress C4080;10;g;V146040804;Screw;;V;;100;
AccurioPress C4080;10;h;V217080003;Ring;;V;;100;
AccurioPress C4080;10;k;V500010081;Locking Wire Saddle;;D;;5;
AccurioPress C4080;10;m;V500010083;Locking Wire Saddle;;D;;5;
AccurioPress C4080;10;n;V500020098;Mini Locking wire saddle;;D;;5;
AccurioPress C4080;10;p;V500020107;Locking wire saddle;;V;;1;
AccurioPress C4080;10;q;V500020101;Reuse spacing clamp;;V;;5;
AccurioPress C4080;10;r;V500020102;Reuse FPC clamp;;V;;5;
AccurioPress C4080;10;s;V570010037;bushing;;D;;1;
AccurioPress C4080;10;t;V570010038;bushing;;D;;1;
AccurioPress C4080;10;u;V570010040;bushing;;D;;1;
AccurioPress C4080;10;v;V570010056;Locking Edge Saddle;;D;;5;
AccurioPress C4080;10;w;V570010057;Wing Edge Saddle;;D;;5;
AccurioPress C4080;10;x;V221050050;G-ring;;V;;100;
AccurioPress C4080;10;y;V234200850;Pin;;V;;100;
AccurioPress C4080;10;z;V500010071;Locking Wire Saddle;;V;;5;
AccurioPress C4080;11;1;65AA10190;FAN SEALING PART 1;;C;1;1;
AccurioPress C4080;11;2;A03U118301;PFU Power supply Panel;;D;1;1;
AccurioPress C4080;11;3;A0Y5M15101;Suction  Fan motor;;C;1;1;
AccurioPress C4080;11;4;A50U106502;Fusing  Plate;;D;1;1;
AccurioPress C4080;11;5;A50U106600;Fusing  Plate  /B;;D;1;1;
AccurioPress C4080;11;6;A50U106700;Swing  Shaft;;D;3;1;
AccurioPress C4080;11;7;A50U108001;Protection  Plate  /P;;D;1;1;
AccurioPress C4080;11;8;A50U108200;Guide  Part  /Rear;;D;1;1;
AccurioPress C4080;11;9;A50U120900;Mounting  Frame  /2;;D;1;1;
AccurioPress C4080;11;10;A50U121800;Mounting  Frame  /Right Rear;;D;1;1;
AccurioPress C4080;11;11;A50U121900;Fixing  Plate  /1;;D;1;1;KOM250106E0
AccurioPress C4080;11;11;A50U121901;Fixing Plate /1;;D;1;1;KOM250106E0
AccurioPress C4080;11;12;A50U122900;Fusing  Duct  /4;;D;1;1;
AccurioPress C4080;11;13;A50U125000;Fusing  Duct  /2;;D;1;1;
AccurioPress C4080;11;14;A50U125101;Fusing  Duct  /1;;D;1;1;
AccurioPress C4080;11;15;A50U125500;Heat blocking  Plate;;D;1;1;
AccurioPress C4080;11;16;A50U125600;Suction  Duct  /Lower;;D;1;1;
AccurioPress C4080;11;17;A50U125800;Connecting  Duct;;D;1;1;KOM250106E0
AccurioPress C4080;11;17;A50U125801;Connecting Duct;;D;1;1;KOM250106E0
AccurioPress C4080;11;18;A50U126300;Cooling  Seal;;D;1;5;
AccurioPress C4080;11;19;A50U126400;Suction  Seal;;D;1;5;
AccurioPress C4080;11;20;A50U128801;Fusing  Duct  /3;;D;1;1;
AccurioPress C4080;11;21;A50U128900;Fusing  Duct  /5;;D;1;1;
AccurioPress C4080;11;22;A50U129100;Suction  Cover  /Lower;;D;1;1;
AccurioPress C4080;11;23;A50U129300;Fusing  Duct  /6;;D;1;1;
AccurioPress C4080;11;24;A50U129401;Fusing  Duct;;D;1;1;
AccurioPress C4080;11;25;A50U129801;Fusing  Duct  /7;;D;1;1;
AccurioPress C4080;11;26;AC57M15400;Cooling Fan;;C;1;1;
AccurioPress C4080;11;27;A50UR70A12;Filter Box;;B;1;1;
AccurioPress C4080;11;a;V116040803;Screw;;V;;100;
