model;section_name;page_number;ref_number;part_code;name;destination;class;quantity;ship_unit;pmn_no
C5070;Duplex/Reverse Section;100;8;A50U802900;Spacer;;D;2;1;
C5070;Duplex/Reverse Section;100;9;A50U803101;Guide  Pin  /Front;;D;1;1;
C5070;Duplex/Reverse Section;100;10;A50U803300;Fusing  Rail  /A;;D;1;1;
C5070;Duplex/Reverse Section;100;11;A50U803400;Positioning  Shaft  /1;;D;1;1;
C5070;Duplex/Reverse Section;100;12;A50U803500;Positioning  Plate  /Front;;D;1;1;
C5070;Duplex/Reverse Section;100;13;A50U803600;Holding  Plate;;D;1;5;
C5070;Duplex/Reverse Section;100;14;A50U803700;Ground  Plate;;D;1;5;
C5070;Duplex/Reverse Section;100;15;A50U803800;Guide  Part;;D;1;1;
C5070;Duplex/Reverse Section;100;16;A50U804701;Wiring  Cover;;D;1;1;
C5070;Duplex/Reverse Section;100;17;AEEH806000;Swing  Gear  /M 16T;;C;1;1;
C5070;Duplex/Reverse Section;100;18;A50UN17700;ADU  Drive harness  /9;;D;1;1;
C5070;Duplex/Reverse Section;100;19;AEEHR71200;Power Supply Guide Assy;;D;1;1;
C5070;Duplex/Reverse Section;100;20;AC57N22000;Drive Relay Harness /3;;D;1;1;
C5070;Duplex/Reverse Section;100;21;AEEH946500;ID Label;;D;1;5;
C5070;Duplex/Reverse Section;100;22;AEEHR71400;Fusing Swing Assy;;D;1;1;
C5070;Duplex/Reverse Section;101;1;4470402401;Stopper;;D;1;5;
C5070;Duplex/Reverse Section;101;2;4131353202;BUSHING;;C;4;1;
C5070;Duplex/Reverse Section;101;3;A0TK341200;Ball Bearing /Front;;C;3;1;
C5070;Duplex/Reverse Section;101;4;A1RJ825100;Drive  Gear  /4 34T;;C;1;1;
C5070;Duplex/Reverse Section;101;5;A1RJ825800;Drive  Gear  /5 14T;;C;1;1;
C5070;Duplex/Reverse Section;101;6;AC57805500;Spacer /12;;D;3;5;
C5070;Duplex/Reverse Section;101;7;A50U800400;Drive  Gear  /3 14/25T;;C;1;1;
C5070;Duplex/Reverse Section;101;8;A50U800700;Drive  Gear  /6 14/25T;;C;3;1;
C5070;Duplex/Reverse Section;101;9;A50U800800;Drive  Gear  /7 29T;;C;1;1;
C5070;Duplex/Reverse Section;101;10;AEEH801400;Drive  Shaft;;D;2;1;
C5070;Duplex/Reverse Section;101;11;A50U801500;Swing  Cam;;D;1;5;
C5070;Duplex/Reverse Section;101;12;A50U801602;Fixing  Plate  /ASSY;;D;1;1;
C5070;Duplex/Reverse Section;101;13;A50U802002;Positioning  Shaft  /A;;D;4;1;
C5070;Duplex/Reverse Section;101;14;A50U802211;Plate;;D;1;5;
C5070;Duplex/Reverse Section;101;15;A50U804001;Fusing  Rail  /B;;D;4;5;
C5070;Duplex/Reverse Section;101;16;A50U804200;Fusing  Roll;;D;4;1;
C5070;Duplex/Reverse Section;101;17;A50U805300;Mounting  Plate  /1;;D;1;1;
C5070;Duplex/Reverse Section;101;18;AEEHF80500;Swing Frame Caulking;;D;1;1;
C5070;Duplex/Reverse Section;101;19;AEEHN17101;ADU   Detection Harness  /7;;D;1;1;
C5070;Duplex/Reverse Section;101;20;A50UR72R00;Swing Rail Caulking;;D;4;1;
C5070;Duplex/Reverse Section;101;21;A85CM55600;Photo   Sensor;;I;1;1;
C5070;Duplex/Reverse Section;101;22;AEEHR72300;Swing Drive Assy;;C;1;1;
C5070;Duplex/Reverse Section;102;1;192141710;PAPER LIFT UP LEVER BUSHING;;B;2;10;
C5070;Duplex/Reverse Section;102;2;4470402401;Stopper;;D;1;5;
C5070;Duplex/Reverse Section;102;3;A50U628200;Shoulder Screw;;D;1;5;
C5070;Duplex/Reverse Section;102;4;14GE45470;Rotation Knob;;C;1;1;
C5070;Duplex/Reverse Section;102;5;56AA17551;PIN A;;C;1;10;
C5070;Duplex/Reverse Section;102;6;56AA42690;By-Pass Spacer;;C;2;1;
C5070;Duplex/Reverse Section;102;7;65AA42370;SLIDE PART 1;;D;1;1;
C5070;Duplex/Reverse Section;102;8;A00J617900;Ball Bearing;;B;1;1;
C5070;Duplex/Reverse Section;102;9;A9VE867900;Open/close  Spring;;D;1;1;
C5070;Duplex/Reverse Section;102;10;A50U642300;Mounting  Screw;;D;1;5;
C5070;Duplex/Reverse Section;102;11;A50U817300;Holding  Collar;;D;1;5;
C5070;Duplex/Reverse Section;102;12;A50U819600;Reverse/Exit  Gear  /2 50T;;C;1;1;
C5070;Duplex/Reverse Section;102;13;A50U834304;Cover  Part  /2;;D;1;1;
C5070;Duplex/Reverse Section;102;14;A50U838800;Drive  Idler  /1;;D;1;1;
C5070;Duplex/Reverse Section;102;15;A9VE866201;Insulating  Sheet  /1;;D;1;1;
C5070;Duplex/Reverse Section;102;16;A85CM55500;Photo   Sensor;;C;1;1;
C5070;Duplex/Reverse Section;102;17;A50U861006;Swing  Part;;D;1;1;
C5070;Duplex/Reverse Section;102;18;AEEHR72100;ADU Solenoid Pin Assy;;C;1;1;
C5070;Duplex/Reverse Section;102;19;A50U943802;Release Label /8;;D;1;5;
C5070;Duplex/Reverse Section;102;20;A50U865703;Swing  Arm;;D;1;1;
C5070;Duplex/Reverse Section;102;21;A50U865902;Support  Plate;;D;1;1;
C5070;Duplex/Reverse Section;102;22;A50U866400;Positioning  Plate  /2;;D;1;1;
C5070;Duplex/Reverse Section;102;23;A50U866912;Drive Cover /1;;D;1;1;
C5070;Duplex/Reverse Section;102;24;A50U867200;Belt  /A 324L;;C;1;1;
C5070;Duplex/Reverse Section;102;25;A50U867312;Fixing  Plate  /1;;D;1;1;
C5070;Duplex/Reverse Section;102;26;A50U867400;Positioning  Part;;D;1;1;
C5070;Duplex/Reverse Section;102;27;A50U869501;Cover;;D;1;1;
C5070;Duplex/Reverse Section;102;28;A50U867600;Reverse/Exit  Gear  /1 20T;;C;1;1;
C5070;Duplex/Reverse Section;102;29;A50U867802;Positioning  Plate  /1;;D;1;5;
C5070;Duplex/Reverse Section;102;30;AEEHR71500;Reverse/Exit;;D;;1;
C5070;Duplex/Reverse Section;103;1;4470402401;Stopper;;D;1;5;
C5070;Duplex/Reverse Section;103;2;40AA32320;Toner Supply Spacer;;C;1;10;
C5070;Duplex/Reverse Section;103;3;40AA46261;Lock Claw /F;;B;2;1;
C5070;Duplex/Reverse Section;103;4;40AA77550;Mirror Drive Gear /2 14/70T;;C;1;1;
C5070;Duplex/Reverse Section;103;5;56AA17321;PIN A D2X12;;B;1;1;
C5070;Duplex/Reverse Section;103;6;56AA17551;PIN A;;C;1;10;
C5070;Duplex/Reverse Section;103;7;65AA49410;Paper Exit Handle;;C;1;1;
C5070;Duplex/Reverse Section;103;8;A00J617800;Ball Bearing;;A;4;1;
C5070;Duplex/Reverse Section;103;9;A1RF863800;Collar;;D;1;1;
C5070;Duplex/Reverse Section;103;10;A1RJ818800;Drive  Gear  /8 29T;;C;1;1;
C5070;Duplex/Reverse Section;103;11;A50U860203;Guide Plate /B;;D;1;1;
C5070;Duplex/Reverse Section;103;12;A50U860600;Riverse/exit Shaft;;D;1;1;
C5070;Duplex/Reverse Section;103;13;A50U861100;Guide  Plate  /4;;D;1;1;
C5070;Duplex/Reverse Section;103;14;A50U861601;Positioning  Cam;;D;2;5;
C5070;Duplex/Reverse Section;103;15;A50U864200;Reverse/Exit  Spring  /Rear;;D;1;5;
C5070;Duplex/Reverse Section;103;16;A50U864300;Reverse/Exit  Spring  /Front;;D;1;5;
C5070;Duplex/Reverse Section;103;17;A50U865101;Pressing  Shaft;;D;1;1;
C5070;Duplex/Reverse Section;103;18;A50U865401;Positioning;;D;1;1;
C5070;Duplex/Reverse Section;103;19;A50U865601;Lock  Shaft  /A;;D;1;1;
C5070;Duplex/Reverse Section;103;20;A50U867100;Reverse/Exit  Gear  /A 20T;;C;1;1;
C5070;Duplex/Reverse Section;103;21;A50U867700;Fixing  Plate  /2;;D;1;1;
C5070;Duplex/Reverse Section;103;22;A50U868000;Reinforce  Plate  /A;;D;1;1;
C5070;Duplex/Reverse Section;103;23;A50U868401;Open/close  Spring  /1;;D;1;5;
C5070;Duplex/Reverse Section;103;24;A50U868702;Spring  /1;;D;1;5;
C5070;Duplex/Reverse Section;103;25;A50U869300;Mounting  Stay;;D;1;5;
C5070;Duplex/Reverse Section;103;26;A50U869601;Arm  /1;;D;1;1;
C5070;Duplex/Reverse Section;103;27;A50U869700;Fixing  Collar  /1;;D;1;1;
C5070;Duplex/Reverse Section;103;28;A50U869800;Ground  Plate  /1;;D;1;1;
C5070;Duplex/Reverse Section;103;29;A50U943602;Release Label /6;;D;1;5;
C5070;Duplex/Reverse Section;103;30;A50UN17601;ADU  Drive harness  /8;;D;1;1;
C5070;Duplex/Reverse Section;103;31;A50UN18401;ADU  Detection harness  /12;;D;1;1;
C5070;Duplex/Reverse Section;103;32;AEEHR70900;Drive Motor/1 ASSY;;C;1;1;
C5070;Duplex/Reverse Section;103;33;A85CM55600;Photo   Sensor;;I;1;1;
C5070;Duplex/Reverse Section;103;34;13QA40610;Gear Spacer;;C;5;1;
C5070;Duplex/Reverse Section;103;35;A1RF820000;Ball Bearing;;C;2;1;
C5070;Duplex/Reverse Section;103;36;AC57860500;Decurler Roller;;A;1;1;
C5070;Duplex/Reverse Section;103;37;AC57861800;Reverse/Exit Roller /Lower;;C;1;1;
C5070;Duplex/Reverse Section;103;38;A50U865300;Holding  Plate;;D;1;1;
C5070;Duplex/Reverse Section;103;39;A50U867500;Fixing  Plate  /1;;D;1;1;
C5070;Duplex/Reverse Section;103;40;A50U869400;Collar;;D;1;5;
C5070;Duplex/Reverse Section;103;41;A00J617900;Ball Bearing;;B;4;1;
C5070;Duplex/Reverse Section;103;42;AEEH860700;Receiving  Pedestal;;D;1;1;
C5070;Duplex/Reverse Section;104;1;AE94M50100;Photoreflector;;C;1;1;
C5070;Duplex/Reverse Section;104;2;A03U845601;Idler Roller /2;;C;3;1;
C5070;Duplex/Reverse Section;104;3;A50U861901;Fixing Plate;;D;1;5;
C5070;Duplex/Reverse Section;104;4;A50U862600;Reinforce  Plate  /3;;D;1;1;
C5070;Duplex/Reverse Section;104;5;A50U863000;Slide  Seal;;D;1;5;
C5070;Duplex/Reverse Section;104;6;A50U865011;Paper exit Guide Plate /5;;D;1;1;
C5070;Duplex/Reverse Section;104;7;A50U865200;Positioning  Plate  /1;;D;2;5;
C5070;Duplex/Reverse Section;104;8;A50U868200;Guide  Sheet  /1;;D;11;5;
C5070;Duplex/Reverse Section;104;9;A50U868301;Guide  Sheet  /2;;D;8;5;
C5070;Duplex/Reverse Section;104;10;A50U868500;Idler  Shaft;;D;3;1;
C5070;Duplex/Reverse Section;104;11;A50U868600;Support  Plate;;D;3;5;
C5070;Duplex/Reverse Section;104;12;A50U869100;Separating  Guide  /1;;D;1;5;
C5070;Duplex/Reverse Section;104;13;A50UN17504;ADU Detection harness /8;;D;1;1;
C5070;Duplex/Reverse Section;104;14;A85C877111;Ground Part /1;;D;4;5;
C5070;Duplex/Reverse Section;104;15;A50U860105;Guide Plate /A;;D;1;1;
C5070;Duplex/Reverse Section;105;1;4131353202;BUSHING;;C;2;1;
C5070;Duplex/Reverse Section;105;2;12QV40650;Spacer;;B;2;1;
C5070;Duplex/Reverse Section;105;3;14GE45470;Rotation Knob;;C;1;1;
C5070;Duplex/Reverse Section;105;4;A50U882401;Registration  Side plate  /Front;;D;1;1;
C5070;Duplex/Reverse Section;105;5;A50U943402;Release Label /4;;D;1;5;
C5070;Duplex/Reverse Section;105;6;A03U812800;Slide Shaft Holder;;B;1;5;
C5070;Duplex/Reverse Section;105;7;A50U717901;Adjusting  Jig  /ASSY;;D;1;1;
C5070;Duplex/Reverse Section;105;8;A50U711101;Holding  Plate  /1;;D;1;5;
C5070;Duplex/Reverse Section;105;9;A50U711400;Swing  Spring;;D;1;5;
C5070;Duplex/Reverse Section;105;10;A50U713000;Roll  /1;;D;1;1;
C5070;Duplex/Reverse Section;105;11;A50U713200;Light blocking  Rack;;D;1;1;
C5070;Duplex/Reverse Section;105;12;A50U713600;Swing  Gear  /2 104T;;C;1;1;
C5070;Duplex/Reverse Section;105;13;A50U715600;Support  Shaft  /2;;D;1;1;
C5070;Duplex/Reverse Section;105;14;A50U716500;Ball Bearing;;C;1;1;
C5070;Duplex/Reverse Section;105;15;AEEH715300;Pressure  Lever  /25;;D;1;1;
C5070;Duplex/Reverse Section;105;16;AEEHR71900;Registration Assy;;S;1;1;
C5070;Duplex/Reverse Section;106;1;4131253701;BUSHING;;C;4;1;
C5070;Duplex/Reverse Section;106;2;56AA17321;PIN A D2X12;;B;1;1;
C5070;Duplex/Reverse Section;106;3;56AA40490;Shaft Stopper /4;;C;2;1;
C5070;Duplex/Reverse Section;106;4;A03U812800;Slide Shaft Holder;;B;2;5;
C5070;Duplex/Reverse Section;106;5;A03U850101;Slide Bushing;;C;4;5;
C5070;Duplex/Reverse Section;106;6;A50U710300;Idler  Roller;;D;1;1;
C5070;Duplex/Reverse Section;106;7;A50U710901;Pressure  Lever  /1;;D;1;1;
C5070;Duplex/Reverse Section;106;8;A50U711001;Pressure  Lever  /2;;D;1;1;
C5070;Duplex/Reverse Section;106;9;A50U711200;Holding  Plate  /2;;D;2;5;
C5070;Duplex/Reverse Section;106;10;A50U711300;Pressure  Spring;;D;2;5;
C5070;Duplex/Reverse Section;106;11;A50U711604;Open/close Holder;;D;1;1;
C5070;Duplex/Reverse Section;106;12;A50U712200;Idler  Roll  /1;;D;2;5;
C5070;Duplex/Reverse Section;106;13;AEEH712300;Idler  Shaft  /1;;D;1;1;
C5070;Duplex/Reverse Section;106;14;AEEH712400;Receiving  Shaft  /1;;D;2;1;
C5070;Duplex/Reverse Section;106;15;A50U712700;Pressure  Shaft  /1;;D;1;1;
C5070;Duplex/Reverse Section;106;16;A50U713100;Roll  /2;;D;1;1;
C5070;Duplex/Reverse Section;106;17;AEEH714201;Cover  Guide  /ASSY;;D;1;1;
C5070;Duplex/Reverse Section;106;18;AEEH714500;Release  Shaft;;D;1;1;
C5070;Duplex/Reverse Section;106;19;A50U714601;Lever;;D;1;1;
C5070;Duplex/Reverse Section;106;20;AEEH714601;Support  Plate;;D;1;1;
C5070;Duplex/Reverse Section;106;21;AEEHR70600;Cleaning Stay ASSY;;A;1;1;
C5070;Duplex/Reverse Section;106;22;A50U943301;Release  Label  /3;;D;1;5;
C5070;Duplex/Reverse Section;106;23;A50U716301;Pressing  Block;;D;2;5;
C5070;Duplex/Reverse Section;106;24;A50U716400;Compressing  Coil spring;;D;2;5;
C5070;Duplex/Reverse Section;106;25;A9VE715700;Pulling  Plate  /1;;D;2;1;
C5070;Duplex/Reverse Section;106;26;AEEH718600;Pressing  Spring  /W;;D;2;1;
C5070;Duplex/Reverse Section;106;27;A0H0911500;Fixing Part /6;;C;4;5;
C5070;Duplex/Reverse Section;106;28;4658351602;Bushing;;C;3;1;
C5070;Duplex/Reverse Section;106;29;13QA10330;SHAFT SPACER;;C;4;1;
C5070;Duplex/Reverse Section;106;30;12QV40650;Spacer;;B;2;1;
C5070;Duplex/Reverse Section;106;31;15AG57620;Fixing Part;;C;2;5;
C5070;Duplex/Reverse Section;107;1;AE94M50100;Photoreflector;;C;2;1;
C5070;Duplex/Reverse Section;107;2;AEEH949100;Operation  Label;;D;1;5;
C5070;Duplex/Reverse Section;107;3;A50U108400;Thermal insulation  Seal;;D;1;5;
C5070;Duplex/Reverse Section;107;4;A9VEM55100;Compensating   Sensor;;C;1;1;
C5070;Duplex/Reverse Section;107;5;190040922E;Fixing Screw;;C;1;1;
C5070;Duplex/Reverse Section;107;6;AEEH715901;Sensor  Cover  /2;;D;1;1;
C5070;Duplex/Reverse Section;107;7;AEEH717100;Sensor  Stopper  /1;;D;1;1;
C5070;Duplex/Reverse Section;107;8;A50U717200;Stopper  /2;;D;1;5;
C5070;Duplex/Reverse Section;107;9;AC57716701;Sensor Plate /1;;D;1;1;
C5070;Duplex/Reverse Section;107;10;A50U718302;Plate /2;;D;1;1;
C5070;Duplex/Reverse Section;107;11;A50U719300;Protection  Sheet;;D;1;5;
C5070;Duplex/Reverse Section;107;12;A50U719401;Protection Sheet /2;;D;1;1;
C5070;Duplex/Reverse Section;107;13;AC57N16600;ADU Detection Harness /3;;D;1;1;
C5070;Duplex/Reverse Section;107;14;A50UN16700;ADU  Detection harness  /4;;D;1;1;
C5070;Duplex/Reverse Section;107;15;AC57N16801;ADU Detection Harness /5;;D;1;1;
C5070;Duplex/Reverse Section;107;16;AEEH716000;Torsion  Coil spring /Rear;;D;1;5;
C5070;Duplex/Reverse Section;107;17;AEEH716100;Torsion  Coil spring /Front;;D;1;5;
C5070;Duplex/Reverse Section;108;1;A50U719800;Drive  Side plate;;D;1;1;
C5070;Duplex/Reverse Section;108;2;A03X622000;Detecting Cover;;C;1;5;
C5070;Duplex/Reverse Section;108;3;A0VDM50500;Thermistor  /1;;I;1;1;
C5070;Duplex/Reverse Section;108;4;65AA80112;HB Motor /50;;B;1;1;
C5070;Duplex/Reverse Section;108;5;A00V240600;Ball Bearing;;B;2;1;
C5070;Duplex/Reverse Section;108;6;A03U812800;Slide Shaft Holder;;B;2;5;
C5070;Duplex/Reverse Section;108;7;AC57710100;Registration Roller;;A;1;1;
C5070;Duplex/Reverse Section;108;8;A50U711101;Holding  Plate  /1;;D;2;5;
C5070;Duplex/Reverse Section;108;9;AEEH719200;Roller;;C;1;1;
C5070;Duplex/Reverse Section;108;10;A50U714300;Drive  Gear  /1 28T;;C;1;1;
C5070;Duplex/Reverse Section;108;11;A50U714400;Conveyance  Gear  /1 40T;;C;1;1;
C5070;Duplex/Reverse Section;108;12;A50U715900;Wiring  Cover  /1;;D;1;1;
C5070;Duplex/Reverse Section;108;13;A50UN15800;ADU  Drive harness  /2;;D;1;1;
C5070;Duplex/Reverse Section;108;14;A50U712001;Mounting Stay /Lower;;D;1;1;
C5070;Paper Exit/Charge Control Section;109;1;A85C896501;Connecting  Plate  /1;;D;2;1;
C5070;Paper Exit/Charge Control Section;109;2;A85C896601;Connecting  Plate  /3;;D;2;1;
C5070;Paper Exit/Charge Control Section;109;3;A85C898701;Connecting  Plate  /2;;D;2;1;
C5070;Paper Exit/Charge Control Section;109;4;A85C898801;Connecting  Plate  /4;;D;2;1;
C5070;Paper Exit/Charge Control Section;109;5;AEEHR72900;Main Body Paper Exit Unit Assy;;D;1;1;
C5070;Paper Exit Section;110;1;65LA48530;DUCT SEAL 1;;D;2;5;
C5070;Paper Exit Section;110;2;A93EM11000;Fan Motor;;C;2;1;
C5070;Paper Exit Section;110;3;A00J211200;Ball Bearing;;C;2;1;
C5070;Paper Exit Section;110;4;A03U892300;Sheet;;C;1;5;
C5070;Paper Exit Section;110;5;A03U892400;Seal;;C;1;5;
C5070;Paper Exit Section;110;6;A03U909900;Paper exit Gear /1 22/44T;;C;1;1;
C5070;Paper Exit Section;110;7;A043909901;PAPER EXIT GEAR /6 23T;;B;1;1;
C5070;Paper Exit Section;110;8;A1TVM10100;Stepping motor  /50;;B;1;1;
C5070;Paper Exit Section;110;9;A50U890500;Reinforce Plate /Left;;D;1;1;
C5070;Paper Exit Section;110;10;A50U891001;Guide  Plate  /Left;;D;1;1;
C5070;Paper Exit Section;110;11;A50U891201;Paper exit  Plate;;D;1;1;
C5070;Paper Exit Section;110;12;A50U892201;Cooling Duct /2;;D;1;1;
C5070;Paper Exit Section;110;13;A50U892502;Paper exit  Duct;;D;1;1;
C5070;Paper Exit Section;110;14;A50U893300;Guide  Cover  /1;;D;1;1;
C5070;Paper Exit Section;110;15;A50U895000;Wiring  Sheet;;D;1;5;
C5070;Paper Exit Section;110;16;A50U895101;Positioning  Part;;D;1;5;
C5070;Paper Exit Section;110;17;AC57M15300;Cooling Fan;;C;1;1;
C5070;Paper Exit Section;110;18;A50UN15301;Drive harness  /2;;D;1;1;
C5070;Paper Exit Section;110;19;A8AK106101;Paper Exit  Guide /Upper;;C;1;1;
C5070;Paper Exit Section;110;20;A8AK106200;Drive  Shaft;;D;1;1;
C5070;Paper Exit Section;110;21;A8AK106300;Drive  Gear  /B 20T;;C;1;1;
C5070;Paper Exit Section;110;22;A8AK106400;Drive  Gear  /C 21T;;C;1;1;
C5070;Paper Exit Section;110;23;A8AK106800;Idling  Shaft;;D;1;1;
C5070;Paper Exit Section;110;24;A8AK107200;Thermal insulation  Sheet  /4;;D;1;1;
C5070;Paper Exit Section;110;25;A8AK162701;Paper exit  Guide  /Lower;;D;1;1;
C5070;Paper Exit Section;110;26;AC57897000;Drive  Plate  /D;;D;1;1;
C5070;Paper Exit Section;110;27;AEEH946500;ID Label;;D;1;5;
C5070;Paper Exit Section;111;1;4470402401;Stopper;;D;2;5;
C5070;Paper Exit Section;111;2;13QA40610;Gear Spacer;;C;4;1;
C5070;Paper Exit Section;111;3;13QA10330;SHAFT SPACER;;C;1;1;
C5070;Paper Exit Section;111;4;65AA48360;Paper Holding Part /1;;C;9;1;
C5070;Paper Exit Section;111;5;65AA48460;PAPER HOLDING PART 2;;C;18;1;
C5070;Paper Exit Section;111;6;A00J617800;Ball Bearing;;A;6;1;
C5070;Paper Exit Section;111;7;A03TM50000;Photoreflector;;I;1;1;
C5070;Paper Exit Section;111;8;A03U892701;Positioning Cam;;C;2;5;
C5070;Paper Exit Section;111;9;A03U893000;Slide Plate;;C;1;1;
C5070;Paper Exit Section;111;10;A03U893101;Spacer /Rear;;C;1;5;
C5070;Paper Exit Section;111;11;A03U893200;Stopper Spring;;C;1;5;
C5070;Paper Exit Section;111;12;A03U893502;Regulating Cam;;C;1;1;
C5070;Paper Exit Section;111;13;A03U909502;PAPER EXIT GEAR /5 40T;;C;1;1;
C5070;Paper Exit Section;111;14;A1RF517300;bearing;;C;2;1;
C5070;Paper Exit Section;111;15;A50U890102;Fixing Shaft /2;;D;1;1;
C5070;Paper Exit Section;111;16;A50U890201;Fixing Shaft /6;;D;1;1;
C5070;Paper Exit Section;111;17;A50U890300;Fixing Shaft /1;;D;1;1;
C5070;Paper Exit Section;111;18;A50U890600;Regulating Shaft;;D;1;1;
C5070;Paper Exit Section;111;19;A50U890700;Paper exit  Shaft;;D;1;1;
C5070;Paper Exit Section;111;20;AC57890800;Paper Exit Decurler Roller;;A;1;1;
C5070;Paper Exit Section;111;21;A50U891302;Paper exit  Plate  /Front;;D;1;1;
C5070;Paper Exit Section;111;22;A50U891500;Support Side plate /Front;;D;1;5;
C5070;Paper Exit Section;111;23;A50U891600;Support Side plate /Rear;;D;1;1;
C5070;Paper Exit Section;111;24;A50U891900;Fixing Shaft /5;;D;1;1;
C5070;Paper Exit Section;111;25;A50U892001;Paper exit  Plate  /Rear;;D;1;1;
C5070;Paper Exit Section;111;26;A50U892101;Idling  Gear  /1 68T;;C;1;1;
C5070;Paper Exit Section;111;27;A50U893201;Adjusting  Plate  /1;;D;1;1;
C5070;Paper Exit Section;111;28;A50U894000;Plate /Rear;;D;1;5;
C5070;Paper Exit Section;111;29;A50U899700;Paper exit Gear /3 23T;;B;1;1;
C5070;Paper Exit Section;111;30;A50U899801;Paper exit Gear /2 29T;;C;1;1;
C5070;Paper Exit Section;111;31;A85C895500;Positioning Roll;;D;1;1;
C5070;Paper Exit Section;111;32;A85CM55500;Photo   Sensor;;C;1;1;
C5070;Paper Exit Section;111;33;A9VE890400;Guide Plate /Upper;;D;1;1;
C5070;Paper Exit Section;111;34;A9VE890900;Guide  Plate  /Lower;;D;1;1;
C5070;Paper Exit Section;111;35;A9VE892800;Support  Plate  /A;;D;1;1;
C5070;Paper Exit Section;111;36;A9VEN15200;Drive   Wiring   /3;;D;1;1;
C5070;Charge Control Section;112;1;A5AWM15101;Cooling Fan;;B;2;1;
C5070;Charge Control Section;112;2;A65U186600;Cover  Part  /2;;D;1;1;
C5070;Charge Control Section;112;3;A85CN21600;Relay   Wiring   /6;;D;1;1;
C5070;Charge Control Section;112;4;A9VP906400;Cover  /Middle;;C;1;1;
C5070;Charge Control Section;113;1;4470402401;Stopper;;D;1;5;
C5070;Charge Control Section;113;2;65AAR72700;Powering Block /1 Assy;;C;1;1;
C5070;Charge Control Section;113;3;A50UM51000;Photointerrupter;;C;1;1;
C5070;Charge Control Section;113;4;A85C897400;Sensor  Actuator  /1;;D;1;1;
C5070;Charge Control Section;113;5;A85C897900;Sensor  Cover  /1;;D;1;1;
C5070;Charge Control Section;113;6;AC57M40900;HV   Board   /3;;C;1;1;
C5070;Charge Control Section;113;7;AC57N21301;Relay Harness /3;;D;1;1;
C5070;Charge Control Section;113;8;AC57N21400;HV Harness /20;;D;1;1;
C5070;Charge Control Section;113;9;A85CN21700;Relay   Wiring   /7;;D;1;1;
C5070;Charge Control Section;113;10;AC57898500;Protection Cover /1;;D;1;1;
C5070;Charge Control Section;113;11;A8AK101503;Stay  /Middle;;D;1;1;
C5070;Charge Control Section;113;12;A8AK101700;Protection  Plate  /1;;D;1;1;
C5070;Charge Control Section;113;13;A8AK107100;Protection  Cover  /2;;D;1;1;
C5070;Charge Control Section;113;14;A8AW106900;Drive  Cover;;D;1;1;
C5070;Charge Control Section;113;15;AC57891400;Cover /Rear;;D;1;1;
C5070;Charge Control Section;113;16;A8AW162500;Lock  Guide;;D;1;5;
C5070;Charge Control Section;113;17;A8AW162600;Thermal insulation  Sheet  /1;;D;1;1;
C5070;Charge Control Section;113;18;A8AW941002;Processing  Label;;C;1;1;
C5070;Charge Control Section;113;19;A85C898200;Sealing  Part  /2;;D;1;1;
C5070;Charge Control Section;113;20;AC57895600;Protection Cover /2;;D;1;1;
C5070;Charge Control Section;113;21;AC57891700;Thermal insulation Sheet /4;;D;1;1;
C5070;Charge Control Section;113;22;A85C898302;Cover /Middle;;D;1;1;
C5070;Charge Control Section;113;23;A85C898100;Sealing  Part  /1;;D;2;5;
C5070;Charge Control Section;114;1;12QV40650;Spacer;;B;1;1;
C5070;Charge Control Section;114;2;65AAR74600;Powering Block /A Assy;;C;1;1;
C5070;Charge Control Section;114;3;A00J617900;Ball Bearing;;B;2;1;
C5070;Charge Control Section;114;4;A0G6739300;Operation Bushing /Front;;C;2;1;
C5070;Charge Control Section;114;5;A1RF508900;Transfer Powering Bearing;;B;1;1;
C5070;Charge Control Section;114;6;A1RF509000;Power supply  Block  /C;;D;1;1;
C5070;Charge Control Section;114;7;A1RF820000;Ball Bearing;;C;1;1;
C5070;Charge Control Section;114;8;A5AW510400;Transfer Powering Plate /Front;;D;1;1;
C5070;Charge Control Section;114;9;A85C895300;Insulating  Collar  /Front;;D;1;1;
C5070;Charge Control Section;114;10;A85C895400;Insulating  Collar  /Rear;;D;1;1;
C5070;Charge Control Section;114;11;A85C895800;Cover  Guide;;D;1;1;
C5070;Charge Control Section;114;12;A85C895900;Conveyance  Guide  /1;;D;1;1;
C5070;Charge Control Section;114;13;A85C896301;Thermal insulation  Sheet  /1;;D;1;1;
C5070;Charge Control Section;114;14;A85C896400;Thermal insulation  Sheet  /3;;D;1;1;
C5070;Charge Control Section;114;15;A85C896800;Fixing  Plate;;D;1;1;
C5070;Charge Control Section;114;16;A85C896900;Support  Shaft;;D;1;1;
C5070;Charge Control Section;114;17;A85C897201;Charging Roller Bushing /Fr;;B;1;1;
C5070;Charge Control Section;114;18;A85C897300;High voltage Powering Block /C;;D;1;1;
C5070;Charge Control Section;114;19;A85C897700;Insulating  Duct  /Middle;;D;1;1;
C5070;Charge Control Section;114;20;A85C897800;Conveyance  Guide  /2;;D;1;1;
C5070;Charge Control Section;114;21;AC57899000;Charging Roller /Up;;A;1;1;
C5070;Charge Control Section;114;22;A85C899100;Neutralizing  Roller  /Lower;;D;1;1;
C5070;Charge Control Section;114;23;A8AK103200;Power supply  Spring;;C;2;5;
