model;section_name;page_number;ref_number;part_code;name;destination;class;quantity;ship_unit;pmn_no
C5070;External Parts;1;1;40AA32320;Toner Supply Spacer;;C;1;10;
C5070;External Parts;1;2;55VA90840;MAIN EARTH WIRE;;D;1;1;
C5070;External Parts;1;3;56AA12241;EXTERNAL LOCK PLATE;;D;1;1;
C5070;External Parts;1;4;A50U160500;Fixing  Plate;;D;1;1;
C5070;External Parts;1;5;A50U161502;Reinforce  Door  /Right;;D;1;1;
C5070;External Parts;1;6;AC57161600;Cover Duct /Front;;D;1;1;
C5070;External Parts;1;7;A50U161700;Sealing  Cushion  /1;;D;1;5;
C5070;External Parts;1;8;AC57161800;Seal;;D;2;5;
C5070;External Parts;1;9;A50U164100;Detecting  Actuator;;D;1;1;
C5070;External Parts;1;10;A50U164200;Detecting  Part;;D;1;1;
C5070;External Parts;1;11;A50U164901;Suction Dust-proof Filter;;A;1;1;
C5070;External Parts;1;12;A50U165500;Reinforce  Hinge;;D;1;1;
C5070;External Parts;1;13;A50U165600;Sealing  Cushion  /2;;D;1;5;
C5070;External Parts;1;14;A50U166100;Hinge  /Lower;;D;1;1;
C5070;External Parts;1;15;A50U166200;Support  Shaft  /Lower;;D;1;1;
C5070;External Parts;1;16;A50U167201;Lock  Cover;;D;1;1;
C5070;External Parts;1;17;A50U167500;Lock  Plate;;D;1;5;
C5070;External Parts;1;18;A50U167601;Detecting  Part;;D;1;1;
C5070;External Parts;1;19;A50U169900;Reinforce  Wire;;D;1;1;
C5070;External Parts;1;20;AC57174400;Mounting Part;;D;1;1;
C5070;External Parts;1;21;A50U945601;Operation  Label;;D;1;1;
C5070;External Parts;1;22;A50U946503;Operation  Label  /A;;D;1;1;
C5070;External Parts;1;23;A50UF16000;Left Door Support Plate / Upper Caulking;;D;1;1;
C5070;External Parts;1;24;A50UF16101;Right Door Support Plate / Lower Caulkin;;D;1;1;
C5070;External Parts;1;25;A50UF16201;Right Door Support Plate / Upper Caulkin;;D;1;1;
C5070;External Parts;1;26;A50UF16301;Collection Box Door Support Plate / L;;D;1;1;
C5070;External Parts;1;27;A50UF16400;Collection Box Door Support Plate / Uppe;;D;1;1;
C5070;External Parts;1;28;AC57160100;Door /Front;;D;1;1;
C5070;External Parts;1;29;A9VE160300;Toner supply  Door;;D;1;1;
C5070;External Parts;1;30;A9VE160600;Collection  Door;;D;1;1;
C5070;External Parts;1;31;A9VE164800;Toner supply  Duct;;D;1;1;
C5070;External Parts;1;32;A9VE944901;Toner supply  Label;;D;1;1;
C5070;External Parts;1;33;AC57174100;Seal;;D;1;5;
C5070;External Parts;1;34;AC57174200;Seal;;D;1;5;
C5070;External Parts;1;35;A5AW162000;Indicating Plate;;C;1;1;
C5070;External Parts;1;36;A9JT944200;Label /KONICA MINOLTA;;D;1;1;
C5070;External Parts;1;37;AEEJ947000;Indicating  Label;;D;1;1;
C5070;External Parts;2;1;AC57162700;Reinforce  Plate;;D;1;1;
C5070;External Parts;2;2;AC57162600;Cover;;D;1;1;
C5070;External Parts;2;3;AC57162001;Cover /Right;;D;1;1;
C5070;External Parts;2;4;AC57162101;Protection Cover /1;;D;1;1;
C5070;External Parts;2;5;AC57162201;Cover /Right;;D;1;1;
C5070;External Parts;2;6;A9VE162500;Protection  Cover  /Lower;;D;1;1;
C5070;External Parts;2;7;A9VE162800;Bypass  Cover;;D;1;1;
C5070;External Parts;2;8;AEEH163200;Protection  Cover;;D;1;1;
C5070;External Parts;3;1;A1DU163402;Protection  Cover;;D;1;1;
C5070;External Parts;3;2;AC57161002;Cover Part;;D;1;1;
C5070;External Parts;3;3;A9VE162400;Cover  Part  /Inside;;D;1;1;
C5070;External Parts;3;4;A9VE163900;Replacement  Cover;;D;1;1;
C5070;External Parts;3;5;A50U175001;Reinforce  Plate;;D;1;1;
C5070;External Parts;3;6;A9VE168800;Click Cover;;D;6;5;
C5070;External Parts;3;7;A9VE161400;Read  Cover  /Right;;D;1;1;
C5070;External Parts;3;8;A9VE161301;Read  Cover  /Right rear;;D;1;1;
C5070;External Parts;3;9;A9VE161200;Read  Cover  /Rear;;D;1;1;
C5070;External Parts;3;10;A795167800;Read  Cover  /Upper;;C;1;1;
C5070;External Parts;3;11;A9JT170601;Read  Cover;;D;1;1;
C5070;External Parts;3;12;A9VE161100;Cover  Plate  /Left;;D;1;1;
C5070;External Parts;3;13;AC57942101;Label  /A;;D;1;1;
C5070;External Parts;4;1;A00J945401;Label Dehumidifier SW.;;C;1;5;
C5070;External Parts;4;2;A50U163700;Mounting  Plate  /Upper;;D;1;1;
C5070;External Parts;4;3;A50U167801;Holding  Part;;D;3;5;
C5070;External Parts;4;4;AC57163101;Cover;;D;1;1;
C5070;External Parts;4;5;A9VE162300;Paper exit Cover /2;;D;1;1;
C5070;External Parts;4;6;AC57163002;Paper exit Cover /Left;;D;1;1;
C5070;External Parts;4;7;AC57163501;Protection Cover /1;;D;1;1;
C5070;External Parts;4;8;A9VE163601;Cover /Rear;;D;1;1;
C5070;External Parts;4;9;A9VE163801;Entrance Plate;;D;1;1;
C5070;External Parts;4;11;A9VE942600;Caution  Label;;D;1;1;
C5070;External Parts;4;12;A9JT942401;Caution  Label;C;D;1;1;
C5070;Frame Section;5;1;AE1KM10200;Cooling  Fan;;C;4;1;
C5070;Frame Section;5;2;65AA11300;Support Part;;D;1;1;
C5070;Frame Section;5;3;65AA11430;FAN SEALING PART 3;;C;1;1;
C5070;Frame Section;5;4;A0P0M50400;Humidity sensor;;C;1;1;
C5070;Frame Section;5;5;AC57M15800;Cooling Fan;;C;1;1;
C5070;Frame Section;5;6;A0G6411200;Magnet /X;;D;2;1;
C5070;Frame Section;5;7;AEEHM60000;Power source   Switch;;C;1;1;
C5070;Frame Section;5;8;AEEH102901;Mounting  Plate;;D;1;1;
C5070;Frame Section;5;9;A50U120600;Fixing  Plate;;D;1;5;
C5070;Frame Section;5;10;AC57121000;Duct;;D;1;1;
C5070;Frame Section;5;11;A50U121300;Cooling  Seal  /Front;;D;3;5;
C5070;Frame Section;5;12;AC57121400;Duct  /2;;D;1;1;
C5070;Frame Section;5;13;A50U122103;Cooling  Duct;;D;1;1;
C5070;Frame Section;5;14;A50U949600;Replacement  Label;;D;2;5;
C5070;Frame Section;5;15;AC57123800;Cover;;D;1;1;
C5070;Frame Section;5;16;A50U124100;Duct;;D;1;1;
C5070;Frame Section;5;17;A50U124900;Cover  Sheet;;D;1;5;
C5070;Frame Section;5;18;A50UF12000;Fusing Front Cooling Duct Support Shaft;;D;1;1;
C5070;Frame Section;5;19;A50U125901;Fixing  Screw;;D;1;1;
C5070;Frame Section;5;20;A50U126501;Mounting Plate;;D;1;1;
C5070;Frame Section;5;21;A50U126600;Mounting  Plate;;D;1;1;
C5070;Frame Section;5;22;AEEH127400;Mounting  Plate;;D;1;1;
C5070;Frame Section;5;23;A50U127901;Cover;;D;1;1;
C5070;Frame Section;5;24;A50U164000;Cooling  Seal  /1;;D;3;5;
C5070;Frame Section;5;25;A50U167901;Cooling  Cover;;D;1;1;
C5070;Frame Section;5;26;A50U172100;PH Dust-proof Filter;;B;1;1;
C5070;Frame Section;5;27;A50U172200;Deve. Dust-proof Filter/1;;B;1;1;
C5070;Frame Section;5;28;AEEHM60300;Power source   Switch;;C;1;1;
C5070;Frame Section;5;29;A50U172300;Deve. Dust-proof Filter/2;;B;1;1;
C5070;Frame Section;5;30;AEEH179500;Protection  Sheet;;D;1;5;
C5070;Frame Section;5;31;A50UN12602;Cooling  Relay harness  /1;;D;1;1;
C5070;Frame Section;5;32;AC57121100;Filter;;A;1;1;
C5070;Frame Section;5;33;A50U944302;Processing Label /2;;D;1;1;
C5070;Frame Section;5;34;AC57R75200;Fusing Front Cooling Duct Assy;;C;1;1;
C5070;Frame Section;5;35;AEEH946500;ID Label;;D;1;5;
C5070;Frame Section;5;36;9J06M60100;Micro Switch;;C;1;1;
C5070;Frame Section;5;37;A50UM51000;Photointerrupter;;C;1;1;
C5070;Frame Section;5;38;AEEH179000;Support  Plate;;D;1;1;
C5070;Frame Section;5;39;AEEH179100;Actuator;;D;1;1;
C5070;Frame Section;5;40;AEEH179300;Sensor  Coil spring;;D;1;5;
C5070;Frame Section;6;1;A50U109101;Writing  Cover;;D;3;5;
C5070;Frame Section;6;2;A50U123200;Ozone  Cover;;D;3;5;
C5070;Frame Section;6;3;A50U123300;Suction  Seal;;D;1;5;
C5070;Frame Section;6;4;AEEH123400;Duct  /Cyan;;D;3;1;
C5070;Frame Section;6;5;AEEH123500;Duct;;D;1;1;
C5070;Frame Section;6;6;A50U123600;Suction  Cover;;D;1;5;
C5070;Frame Section;6;7;A50U123900;Suction  Seal;;D;3;5;
C5070;Frame Section;6;8;A50U124000;Suction  Seal;;D;1;5;
C5070;Frame Section;6;9;A50U126200;Duct;;D;1;1;
C5070;Frame Section;6;10;A50U126800;Sheet  /1;;D;1;5;
C5070;Frame Section;6;11;A50U127201;Suction  Seal  /Rear;;D;4;5;
C5070;Frame Section;6;12;A50U127300;Suction  Duct;;D;1;1;
C5070;Frame Section;6;13;A50U127500;Seal;;D;4;5;
C5070;Frame Section;6;14;A50U127800;Seal;;D;1;5;
C5070;Frame Section;6;15;A50U128000;Sheet  /2;;D;4;5;
C5070;Frame Section;6;16;A50U128700;Duct  /1;;D;4;1;
C5070;Frame Section;6;17;A50U341800;Pressing  Spring  /D;;D;8;5;
C5070;Frame Section;6;18;A50U342200;Pressing  Pedestal;;D;8;5;
C5070;Frame Section;6;19;A50U342400;Charge Pressing Block;;D;8;5;
C5070;Frame Section;7;1;56AA10300;Slide Rail /A;;C;2;1;
C5070;Frame Section;7;2;65AA509900;Mounting  Plate  /Left;;D;1;1;
C5070;Frame Section;7;3;A1RF815702;Slide  Rail  /Left;;D;1;1;
C5070;Frame Section;7;4;A50U103200;Reinforce  Rail;;D;1;1;
C5070;Frame Section;7;5;A50U103403;Fixing  Plate  /Left rear;;D;1;1;
C5070;Frame Section;7;6;A50U103500;Separating  Duct;;D;1;1;
C5070;Frame Section;7;7;AEEH104600;Mounting  Plate;;D;1;1;
C5070;Frame Section;7;8;A50U105100;Support Plate /A;;D;1;1;
C5070;Frame Section;7;9;A50U105201;Support  Rail  /Front;;D;1;1;
C5070;Frame Section;7;10;A50U105600;Rail  /Rear;;D;1;1;
C5070;Frame Section;7;11;A50U107501;Sealing  Part  /Front;;D;1;5;
C5070;Frame Section;7;12;A50U107600;Sealing  Part  /Rear;;D;1;5;
C5070;Frame Section;7;13;A50U107801;Fan duct;;D;2;1;
C5070;Frame Section;7;14;A50U109400;Guide  Pin  /Left;;D;1;1;
C5070;Frame Section;7;15;A50U109900;Electric Comp. Cooling Filter;;B;1;1;
C5070;Frame Section;7;16;A50U120300;Fixing  Plate;;D;1;1;
C5070;Frame Section;7;17;A50U129200;Fixing  Plate;;D;1;1;
C5070;Frame Section;7;18;A50U342900;Protection  Cover;;D;2;1;
C5070;Frame Section;7;19;A50U832100;Reinforce  Rail  /A;;D;1;1;
C5070;Frame Section;7;20;A50U833000;Mounting  Collar  /1;;C;4;1;
C5070;Frame Section;7;21;A50U881500;Slide  Rail;;D;1;1;
C5070;Frame Section;7;22;A50UN15400;Drive harness  /F;;D;1;1;
C5070;Frame Section;7;23;AC57M15300;Cooling Fan;;C;1;1;
C5070;Frame Section;7;24;AC57120500;Seal /4;;D;2;5;
C5070;Frame Section;7;25;AC57175900;Seal;;D;1;5;
C5070;Frame Section;7;26;AC57105900;Screw;;D;4;1;
C5070;Frame Section;7;27;AC57M15800;Cooling Fan;;C;2;1;
C5070;Frame Section;7;28;A9VE114600;Seal;;D;2;5;
C5070;Frame Section;7;29;57AA15600;Electric Mounting Screw;;C;2;1;
C5070;Frame Section;7;30;AEEH105700;Shoulder screw;;D;2;1;
C5070;Frame Section;7;31;A93EM11000;Fan Motor;;C;1;1;
C5070;Frame Section;7;32;A4EUM96011;Gasket;;D;1;1;
C5070;Frame Section;7;33;AEEH946500;ID Label;;D;1;5;
C5070;Frame Section;8;1;13NG45200;Conveyance Driven Roller;;C;2;1;
C5070;Frame Section;8;2;56AA10300;Slide Rail /A;;C;4;1;
C5070;Frame Section;8;3;A50U855200;Lifting  Base frame;;D;1;1;
C5070;Frame Section;8;4;65AA10470;Mounting Plate /4;;D;2;1;
C5070;Frame Section;8;5;65AA50400;Guide Shaft;;D;2;5;
C5070;Frame Section;8;6;A50U101602;Auxiliary  Plate  /Left;;D;1;1;
C5070;Frame Section;8;7;A50U102704;Protection  Plate;;D;1;1;
C5070;Frame Section;8;8;A50U624503;Support  Stay  /2;;D;2;1;
C5070;Frame Section;8;9;A50U105800;Writing  Guide  /Front;;D;2;5;
C5070;Frame Section;8;10;A50U624904;Support  Stay  /2;;D;2;1;
C5070;Frame Section;8;11;A50U107101;Hold  Plate  /Front;;D;1;1;
C5070;Frame Section;8;12;A50U136501;Cover;;D;5;5;
C5070;Frame Section;8;13;A50U314800;Receiving  Sheet;;D;2;5;
C5070;Frame Section;8;14;A50U363900;Collection  Guide;;D;1;1;
C5070;Frame Section;8;15;A50U366601;Regulating  Plate;;D;1;1;
C5070;Frame Section;8;16;A50U368000;Collection  Seal  /2;;D;1;1;
C5070;Frame Section;8;17;A50U624000;Lock  Claw;;D;1;5;
C5070;Frame Section;8;18;AC57133400;Cover;;D;1;5;
C5070;Frame Section;9;1;4038351102;SHOULDER SCREW;;C;2;5;
C5070;Frame Section;9;2;26NA82513;Paper Feed Solenoid;;B;1;1;
C5070;Frame Section;9;3;40AA32320;Toner Supply Spacer;;C;1;10;
C5070;Frame Section;9;4;A1DU111101;Connecting  Plate  /F;;D;2;1;
C5070;Frame Section;9;5;A1DU764000;Spring;;D;2;5;
C5070;Frame Section;9;6;A50U102801;Mounting  Stay  /Middle;;D;1;1;
C5070;Frame Section;9;7;A50U103602;Mounting  Plate  /Rear;;D;1;1;
C5070;Frame Section;9;8;A50U104901;Inner partition;;D;1;1;
C5070;Frame Section;9;9;A50U106800;Mounting  Shaft  /Inside;;D;2;1;
C5070;Frame Section;9;10;A50U108900;Receiving  Part  /1;;D;4;5;
C5070;Frame Section;9;11;AC57133200;Mounting Plate /Upper;;D;1;1;
C5070;Frame Section;9;12;A50U508301;Solenoid Release Spring;;D;1;5;
C5070;Frame Section;9;13;A50U509300;Separating  Cam;;D;1;1;
C5070;Frame Section;9;14;A50U510400;Cover;;D;1;1;
C5070;Frame Section;9;15;A50U731700;Insulating  Seal  /1;;D;1;5;
C5070;Frame Section;9;16;A50U731900;Lifting  Spacer  /1;;D;2;5;
C5070;Frame Section;9;17;A50U737800;Protection  Sheet  /1;;D;1;5;
C5070;Frame Section;9;18;A50U738001;Shutter;;D;1;1;
C5070;Frame Section;9;19;A50U738100;Cushion;;D;3;5;
C5070;Frame Section;9;20;A50U739000;Mounting  Plate;;D;1;1;
C5070;Frame Section;9;21;A50UF50700;Mounting Stay Caulking;;D;1;1;
C5070;Frame Section;9;22;AC57M15300;Cooling Fan;;C;1;1;
C5070;Frame Section;9;23;A5AWM15101;Cooling Fan;;B;3;1;
C5070;Frame Section;9;24;A85CN12800;Fixing   Relay harness   /2;;D;1;1;
C5070;Frame Section;9;25;A9VP735100;Auxiliary  Seal  /A;;D;6;5;
C5070;Frame Section;9;26;A9VP735200;Auxiliary  Seal  /B;;D;6;5;
C5070;Frame Section;9;27;AC57M15000;Cooling  Fan;;C;1;1;
C5070;Frame Section;9;28;A93EM11000;Fan Motor;;C;1;1;
C5070;Frame Section;9;29;AC57N13601;Cooling Relay Harness /3;;D;1;1;
C5070;Frame Section;10;1;25AA10091F;Mainbody Fixing Stopper;;C;4;1;
C5070;Frame Section;10;2;A9VE110100;Castor  /A;;D;3;1;
C5070;Frame Section;10;3;A9VE110200;Castor  /B;;D;1;1;
C5070;Frame Section;10;4;56AA17630;ADJUSTING PART;;C;1;1;
C5070;Frame Section;10;5;56AA17640;ADJUSTING PART 2;;C;1;1;
C5070;Frame Section;10;6;A85C102000;Adjusting  Part;;C;1;1;
C5070;Frame Section;10;7;A50U832201;Guide  Pin  /Right front;;D;1;1;
C5070;Frame Section;10;8;A50U103301;Support  Part  /Middle;;D;1;1;
C5070;Frame Section;10;9;A50U103801;Guide Part /Front;;D;3;1;
C5070;Frame Section;10;10;A50U104401;Positioning  Shaft  /Front;;D;2;1;
C5070;Frame Section;10;11;A50U106300;Lock  Screw;;D;12;1;
C5070;Frame Section;10;12;A50U110000;Positioning  Shaft  /Upper;;D;1;1;
C5070;Frame Section;10;13;A4F3744400;Torque limiter;;C;1;1;
C5070;Frame Section;10;14;A9VE641700;Gear 15T;;C;1;1;
C5070;Frame Section;10;15;A50U624113;Lock  Part;;D;1;1;
C5070;Frame Section;10;16;A50U624300;Reinforce  Plate;;D;1;5;
C5070;Frame Section;10;17;A50U628001;Lock  Claw;;D;1;1;
C5070;Frame Section;10;18;A50U634200;Lock  Part;;D;1;5;
C5070;Frame Section;10;19;A50U640200;Mounting  Plate;;D;1;1;
C5070;Frame Section;10;20;A50U640400;Reinforce  Part;;D;1;1;
C5070;Frame Section;10;21;A9VE641600;Mounting Plate;;D;1;1;
C5070;Frame Section;10;22;AEEH946500;ID Label;;D;1;5;
C5070;Frame Section;11;1;65AA10190;FAN SEALING PART 1;;C;1;1;
C5070;Frame Section;11;2;A50UR70A12;Filter Box;;B;1;1;
C5070;Frame Section;11;3;A5AWM15101;Cooling Fan;;B;1;1;
C5070;Frame Section;11;4;A50U106502;Fusing  Plate;;D;1;1;
C5070;Frame Section;11;5;A50U106600;Fusing  Plate  /B;;D;1;1;
C5070;Frame Section;11;6;A50U106700;Swing  Shaft;;D;3;1;
C5070;Frame Section;11;7;A50U108001;Protection  Plate  /P;;D;1;1;
C5070;Frame Section;11;8;A50U108200;Guide  Part  /Rear;;D;1;1;
C5070;Frame Section;11;9;A50U120900;Mounting  Frame  /2;;D;1;1;
C5070;Frame Section;11;10;A50U121800;Mounting  Frame  /Right Rear;;D;1;1;
C5070;Frame Section;11;11;A50U121901;Fixing Plate /1;;D;1;1;
C5070;Frame Section;11;12;A50U122900;Fusing  Duct  /4;;D;1;1;
C5070;Frame Section;11;13;A50U125000;Fusing  Duct  /2;;D;1;1;
C5070;Frame Section;11;14;A50U125101;Fusing  Duct  /1;;D;1;1;
C5070;Frame Section;11;15;A50U125500;Heat blocking  Plate;;D;1;1;
C5070;Frame Section;11;16;A50U125600;Suction  Duct  /Lower;;D;1;1;
C5070;Frame Section;11;17;A50U125801;Connecting Duct;;D;1;1;
C5070;Frame Section;11;18;A50U126300;Cooling  Seal;;D;1;5;
C5070;Frame Section;11;19;A50U126400;Suction  Seal;;D;1;5;
C5070;Frame Section;11;20;A50U128801;Fusing  Duct  /3;;D;1;1;
C5070;Frame Section;11;21;A50U128900;Fusing  Duct  /5;;D;1;1;
C5070;Frame Section;11;22;A50U129100;Suction  Cover  /Lower;;D;1;1;
C5070;Frame Section;11;23;A50U129300;Fusing  Duct  /6;;D;1;1;
C5070;Frame Section;11;24;A50U129401;Fusing  Duct;;D;1;1;
C5070;Frame Section;11;25;A50U129801;Fusing  Duct  /7;;D;1;1;
C5070;Frame Section;11;26;AC57M15400;Cooling Fan;;C;1;1;
C5070;Frame Section;11;27;AEEH107900;Mounting  Plate  /P;;D;1;1;
C5070;Frame Section;11;28;1154467001;PROTECTION;;C;1;10;
C5070;Frame Section;12;1;A50U104000;Support  Plate  /P;;D;1;1;
C5070;Frame Section;12;2;A50U122701;Suction  Cover  /Upper;;D;1;1;
C5070;Frame Section;12;3;A50U127000;Suction  Duct  /Upper;;D;1;1;
C5070;Frame Section;12;4;AC57314300;Seal  /4;;D;4;1;
C5070;Frame Section;12;5;A50U318500;Positioning  Pin  /Front;;D;4;1;
C5070;Frame Section;12;6;A50U318601;Positioning  Pin  /Rear;;D;4;1;
C5070;Frame Section;12;7;A50UR70H00;PH Protection Glass Assy;;D;4;1;
C5070;Frame Section;12;8;AC57N27000;Polygon Relay Harness /1;;D;1;1;
C5070;Frame Section;13;1;A50UR71W01;Terminal 3 Assy / HV;;C;1;1;
C5070;Frame Section;13;2;A50U104300;Drive  Shaft;;D;5;1;
C5070;Frame Section;13;3;A50U104500;Positioning  Shaft  /Rear;;D;2;1;
C5070;Frame Section;13;4;A50U105000;Lock  Plate;;D;1;1;
C5070;Frame Section;13;5;A50UR71V01;Terminal 2 Assy / HV;;C;4;1;
C5070;Frame Section;13;6;A50U407300;Positioning  Shaft  /Rear;;D;2;1;
C5070;Frame Section;13;7;A50U811300;Guide Holder /Rear;;D;2;1;
C5070;Frame Section;13;8;A50U811500;Guide Holder /1;;D;2;5;
C5070;Frame Section;13;9;AEEH813700;Ground  Plate;;D;2;5;
C5070;Frame Section;13;10;A50U817700;Guide  Pin  /Right rear;;D;2;1;
C5070;Frame Section;13;11;A50UR71U12;Terminal 1 Assy / HV;;C;4;1;
C5070;Operation Panel Section;14;1;A03U190900;Ope. unit Mounting Stay /1;;D;1;1;
C5070;Operation Panel Section;14;2;A03U191400;Support Plate /Upper;;D;1;1;
C5070;Operation Panel Section;14;3;A03U191500;Support Plate /Lower;;D;1;1;
C5070;Operation Panel Section;14;4;A03U191600;Mounting Plate /T;;D;4;1;
C5070;Operation Panel Section;14;5;A03U191700;Rotation Spring /T;;D;4;1;
C5070;Operation Panel Section;14;6;A03U191800;Rotation Spacer /1;;D;8;5;
C5070;Operation Panel Section;14;7;A03U191900;Rotation Spacer /2;;D;4;5;
C5070;Operation Panel Section;14;8;A03U192000;Fixing Part /T;;D;2;5;
C5070;Operation Panel Section;14;9;A03U192100;Fixing Shaft /U;;D;2;1;
C5070;Operation Panel Section;14;10;A03U192200;Rotation Shaft /T;;D;2;1;
C5070;Operation Panel Section;14;11;A03U193400;Operation Cover /E;;C;1;1;
C5070;Operation Panel Section;14;12;A03U193600;Swing Cover /Lower;;C;1;1;
C5070;Operation Panel Section;14;13;A03U193700;Swing Cover /Upper;;C;1;1;
C5070;Operation Panel Section;14;14;AC57N29001;Ope. Unit Control Harness /1;;D;1;1;
C5070;Operation Panel Section;14;15;AC57N29100;Ope. Unit Control Harness /2;;D;1;1;
C5070;Operation Panel Section;14;16;A9VE193300;Operation Cover /C;;D;1;1;
C5070;Operation Panel Section;14;17;A9VE193500;Operation Cover /D;;D;1;1;
C5070;Operation Panel Section;14;18;A9VE193800;Operation Cover /I;;D;1;1;
C5070;Operation Panel Section;14;19;A9VE194000;Operation Cover /F;;D;1;1;
C5070;Operation Panel Section;14;20;A9VE194100;Operation Cover /G;;D;1;1;
C5070;Operation Panel Section;14;21;A9VPR77700;Operation Unit;;I;1;1;KOM251783E0
C5070;Operation Panel Section;15;1;65AA75010E;DRUM SUPPORT BEARING;;D;2;1;
C5070;Operation Panel Section;15;2;A03U190500;Ope. unit Mounting Arm /Lower;;D;1;1;
C5070;Operation Panel Section;15;3;A03U190600;Ope. unit Mounting Arm /Upper;;D;1;1;
C5070;Operation Panel Section;15;4;A03U190700;Support Plate /1;;D;1;1;
C5070;Operation Panel Section;15;5;A03U190802;Support Plate /2;;D;2;1;
C5070;Operation Panel Section;15;6;A03U191100;Support Plate /3;;D;1;1;
C5070;Operation Panel Section;15;7;A03U191201;Support Spring;;C;1;1;
C5070;Operation Panel Section;15;8;A03U191301;Ope. unit Support Pipe;;D;1;1;
C5070;Operation Panel Section;15;9;A03U192300;Stopper Screw /A;;C;1;1;
C5070;Operation Panel Section;15;10;A03U195302;REGULATING PLATE;;D;2;5;
C5070;Operation Panel Section;15;11;A03U195400;Regulating Part;;D;2;5;
C5070;Operation Panel Section;15;12;A03U195500;Rotation Stopper;;D;1;5;
C5070;Operation Panel Section;15;13;A03UF19100;Main Body Attachment Caulking;;D;1;1;
C5070;Operation Panel Section;15;14;A1DU190101;Installing  Plate;;D;1;1;
C5070;Operation Panel Section;15;15;A1DUH11000;Relay Board/U ASSY;;C;1;1;
C5070;Operation Panel Section;15;16;A9VE193100;Operation Cover /Upper;;D;1;1;
C5070;Operation Panel Section;15;17;A9VE193200;Operation Cover /Lower;;D;1;1;
C5070;Operation Panel Section;15;18;A9VE193900;Operation Cover /J;;D;1;1;
C5070;Operation Panel Section;16;1;AC57190301;Operation  Casing  /1;;D;1;1;
C5070;Operation Panel Section;16;2;A0G6192700;Ground Plate /1;;D;2;1;
C5070;Operation Panel Section;16;3;A0G6192900;Ground Plate /2;;D;2;1;
C5070;Operation Panel Section;16;4;A0G6N18400;Ope.Unit Control Harness /3;;D;1;1;
C5070;Operation Panel Section;16;5;A1RFN28300;Ope.unit  Wiring  /1;;D;1;1;
C5070;Operation Panel Section;16;6;A0G6192400;Holding Cushion /Upper;;C;2;5;
C5070;Operation Panel Section;16;7;A0G6192500;Holding Cushion /Right;;C;2;5;
C5070;Operation Panel Section;16;8;A0G6H06000;Operation Board /3 Assy;;C;1;1;
C5070;Operation Panel Section;16;9;A0P0M73100;Speaker;;D;1;1;
C5070;Operation Panel Section;16;10;A4EU190414;Operation Plate;;D;1;1;
C5070;Operation Panel Section;16;11;A9VPM75800;Ope. Unit  LCD;;C;1;1;
C5070;Operation Panel Section;16;12;A9VPN28600;Ope. Unit  Harness  /4;;D;1;1;
C5070;Operation Panel Section;16;13;A9VEM75500;Ope. Unit  Touch Panel;;C;1;1;
C5070;Operation Panel Section;16;14;AC57190102;Operation  Cover  /Front;;D;1;1;
C5070;Operation Panel Section;16;15;AC57190201;Operation  Cover  /Rear;;D;1;1;
C5070;Operation Panel Section;16;16;56UA70330;Ope. Unit Button /S;;C;1;1;
C5070;Operation Panel Section;16;17;A0G6193700;Operation Button /7;;C;1;1;
C5070;Operation Panel Section;16;18;A0G6194000;Operation Button /9;;C;1;1;
C5070;Operation Panel Section;16;19;A4EU194200;Fixing  Holder;;D;1;5;
C5070;Operation Panel Section;16;20;A799H04001;Operation Board /1 ASSY;;I;1;1;
C5070;Operation Panel Section;16;21;AC57194101;Operation  Knob  /1;;D;1;1;
C5070;Operation Panel Section;16;22;AC57193100;Operation  Button  /1;;D;1;1;
C5070;Operation Panel Section;16;23;AC57193200;Operation  Button  /2;;D;1;1;
C5070;Operation Panel Section;16;24;AC57193400;Operation  Button  /4;;D;1;1;
C5070;Operation Panel Section;16;25;AC57193500;Operation  Button  /5;;D;1;5;
C5070;Operation Panel Section;16;26;AC57193600;Indicating  Part  /1;;D;1;1;
C5070;Operation Panel Section;16;27;AC57193800;Operation  Button  /10;;D;2;1;
C5070;Operation Panel Section;16;28;AC57193900;Operation  Button  /8;;D;1;5;
C5070;Scanner Section;17;1;A00J265300;Regulating Plate;;C;1;5;
C5070;Scanner Section;17;2;A161268200;Holding  Plate;;D;1;5;
C5070;Scanner Section;17;3;A161268300;Holding  Plate;;D;1;5;
C5070;Scanner Section;17;4;A161278600;Cover;;D;1;1;
C5070;Scanner Section;17;5;A161278900;Plate spring;;D;2;5;
C5070;Scanner Section;17;6;AA2JN14500;CCD   Cable;;D;1;1;
C5070;Scanner Section;17;7;AA2JR73200;Slit Glass ASSY;;C;1;1;
C5070;Scanner Section;17;8;AA2JR73300;Original Glass ASSY;;C;1;1;
C5070;Scanner Section;17;9;AA7NR72522;CCD Assy;;I;1;1;
C5070;Scanner Section;18;1;4036307501;Tape;;D;1;1;
C5070;Scanner Section;18;2;AA7NH01A01;Scana Drive Board Assy;;C;1;1;
C5070;Scanner Section;18;3;A161261902;Frame;;D;1;1;
C5070;Scanner Section;18;4;A161262002;Frame;;D;1;1;
C5070;Scanner Section;18;5;A161280211;Lever;;D;1;5;
C5070;Scanner Section;18;6;A161280300;Compressing  Coil spring;;C;1;5;
C5070;Scanner Section;18;7;A161281600;Guide;;D;1;1;
C5070;Scanner Section;18;8;A5C1280101;Mounting  Plate;;D;1;5;
